#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
2020bbh;2020 Super Baseball (set 3);MAME (Mame4all);2020bb;1991;SNK / Pallas;Sports / Baseball;2P sim;0;joystick (8-way);good;1;raster;2020bb;;;4
280zzzap;280-ZZZAP;MAME (Mame4all);;1976;Dave Nutting Associates / Midway;Driving / 1st Person;1P;0;paddle,pedal;preliminary;1;raster;;;;2
3countb;3 Count Bout / Fire Suplex (NGM-043)(NGH-043);MAME (Mame4all);;1993;SNK;Sports / Wrestling;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
4dwarrio;4-D Warriors (315-5162);MAME (Mame4all);;1985;Coreland / Sega;Shooter / Flying Horizontal;2P alt;0;joystick (8-way);good;1;raster;;;;2
600;600;MAME (Mame4all);turtles;1981;Konami;Maze;2P alt;90;joystick (4-way);good;1;raster;turtles;;;1
64streej;64streej;MAME (Mame4all);;;;;;;;;;;;;;
64street;64th. Street - A Detective Story (World);MAME (Mame4all);;1991;Jaleco;Fighter / 2.5D;2P sim;0;joystick (8-way);good;1;raster;;;;2
720;720 Degrees (rev 4);MAME (Mame4all);;1986;Atari Games;Sports / Skateboarding;2P alt;0;joystick (analog),dial;good;1;raster;;;;2
720b;720b;MAME (Mame4all);;;;;;;;;;;;;;
800fath;800 Fathoms;MAME (Mame4all);mariner;1981;Amenip (US Billiards Inc. license);Shooter / Misc. Horizontal;2P alt;90;joystick (8-way);imperfect;1;raster;mariner;;;2
99lstwra;99lstwra;MAME (Mame4all);;;;;;;;;;;;;;
apb2;APB - All Points Bulletin (rev 2);MAME (Mame4all);apb;1987;Atari Games;Driving;1P;270;pedal,dial;good;1;raster;apb;;;3
apb;APB - All Points Bulletin (rev 7);MAME (Mame4all);;1987;Atari Games;Driving;1P;270;pedal,dial;good;1;raster;;;;3
aso;ASO - Armored Scrum Object;MAME (Mame4all);;1985;SNK;Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;3
actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 2);MAME (Mame4all);;1989;Data East Corporation;Platform / Shooter Scrolling;2P alt;0;joystick (8-way);good;1;raster;;;;2
hatena;Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228);MAME (Mame4all);;1990;Capcom;Quiz / Japanese;2P sim;0;;good;1;raster;;;;4
cworld2j;Adventure Quiz Capcom World 2 (Japan 920611);MAME (Mame4all);;1992;Capcom;Quiz / Japanese;2P sim;0;;good;1;raster;;;;4
robby;The Adventures of Robby Roto!;MAME (Mame4all);;1981;Dave Nutting Associates / Bally Midway;Maze / Digging;2P alt;0;joystick (4-way);good;1;raster;;;;1
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);MAME (Mame4all);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;aerofgt;;;2
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);MAME (Mame4all);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;aerofgt;;;2
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);MAME (Mame4all);;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;2
sonicwi2;Aero Fighters 2 / Sonic Wings 2;MAME (Mame4all);;1994;Video System Co.;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
sonicwi3;Aero Fighters 3 / Sonic Wings 3;MAME (Mame4all);;1995;Video System Co.;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
aeroboto;Aeroboto;MAME (Mame4all);formatz;1984;Jaleco (Williams license);Shooter / Misc. Horizontal;2P alt;0;joystick (8-way);imperfect;1;raster;formatz;;;2
superbon;Agent Super Bond (Super Cobra conversion);MAME (Mame4all);;1985;Signatron USA;Maze / Shooter Small;2P alt;90;joystick (8-way);preliminary;1;raster;;;;2
aodk;Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku (ADM-008)(ADH-008);MAME (Mame4all);;1994;ADK / SNK;Fighter / Versus;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
koshien;Ah Eikou no Koshien (Japan);MAME (Mame4all);;1990;Taito Corporation;Sports / Baseball;2P sim;0;joystick (8-way);good;1;raster;;;;3
airbustr;Air Buster: Trouble Specialty Raid Unit (World);MAME (Mame4all);;1990;Kaneko (Namco license);Shooter / Flying Horizontal;2P sim;0;joystick (8-way);good;1;raster;;;;2
airduel;Air Duel (Japan);MAME (Mame4all);;1990;Irem;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;4
airwolf;Airwolf;MAME (Mame4all);;1987;Kyugo;Shooter / Flying Horizontal;2P alt;0;joystick (8-way);good;1;raster;;;;2
ajax;Ajax;MAME (Mame4all);;1987;Konami;Shooter / Flying Vertical;2P alt;90;joystick (8-way);good;1;raster;;;;3
ajaxj;Ajax (Japan);MAME (Mame4all);ajax;1987;Konami;Shooter / Flying Vertical;2P alt;90;joystick (8-way);good;1;raster;ajax;;;3
alcon;Alcon (US);MAME (Mame4all);;1986;Toaplan / Taito America Corp.;Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;2
alexkidd;Alex Kidd: The Lost Stars (set 2, unprotected);MAME (Mame4all);;1986;Sega;Platform / Run Jump Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
alibaba;Ali Baba and 40 Thieves;MAME (Mame4all);;1982;Sega;Maze;2P alt;90;joystick (4-way);preliminary;1;raster;;;;1
alieninv;Alien Invasion;MAME (Mame4all);invaders;19??;bootleg (Margamatics);Shooter / Gallery;2P alt;270;joystick (2-way);good;1;raster;invaders;;;1
astorm;Alien Storm (World, 2 Players) (FD1094 317-0154);MAME (Mame4all);;1990;Sega;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
astormbl;Alien Storm (bootleg, set 1);MAME (Mame4all);astorm;1990;bootleg;Platform / Shooter Scrolling;3P sim;0;joystick (8-way);imperfect;1;raster;astorm;;;3
aliensyn;Alien Syndrome (set 4, System 16B, unprotected);MAME (Mame4all);;1987;Sega;Maze / Shooter Large;2P sim;0;joystick (8-way);good;1;raster;;;;3
aliensj;Aliens (Japan set 1);MAME (Mame4all);aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliensu;Aliens (US);MAME (Mame4all);aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliens;Aliens (World set 1);MAME (Mame4all);;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;2
aliens2;Aliens (World set 2);MAME (Mame4all);aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aafbb;All American Football (rev B);MAME (Mame4all);aafb;1989;Leland Corp.;Sports / Amer. Football;4P sim;270;joystick (8-way),joystick (analog);preliminary;1;raster;aafb;;;1
aafbd2p;All American Football (rev D, 2 Players);MAME (Mame4all);aafb;1989;Leland Corp.;Sports / Amer. Football;2P sim;270;joystick (8-way),joystick (analog);good;1;raster;aafb;;;1
aafb;All American Football (rev E);MAME (Mame4all);;1989;Leland Corp.;Sports / Amer. Football;4P sim;270;joystick (8-way),joystick (analog);good;1;raster;;;;1
alleymas;Alley Master;MAME (Mame4all);;1986;Cinematronics;Sports / Bowling;2P alt;270;joystick (analog);good;1;raster;;;;2
alpham2;Alpha Mission II / ASO II - Last Guardian (NGM-007)(NGH-007);MAME (Mame4all);;1991;SNK;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
alpine;Alpine Ski (set 1);MAME (Mame4all);;1982;Taito Corporation;Sports / Skiing;2P alt;270;joystick (2-way);good;1;raster;;;;1
alpinea;Alpine Ski (set 2);MAME (Mame4all);alpine;1982;Taito Corporation;Sports / Skiing;2P alt;270;joystick (2-way);good;1;raster;alpine;;;1
altbeast;Altered Beast (set 8) (8751 317-0078);MAME (Mame4all);;1988;Sega;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
maze;Amazing Maze;MAME (Mame4all);;1976;Midway;Maze;2P sim;0;joystick (8-way);good;1;raster;;;;
ambush;Ambush;MAME (Mame4all);;1983;Tecfri;Shooter / Flying (chase view);2P alt;0;joystick (8-way);good;1;raster;;;;2
horshoes;American Horseshoes (US);MAME (Mame4all);;1990;Taito America Corporation;Sports / Horseshoes;4P alt;270;trackball;good;1;raster;;;;2
amidar;Amidar;MAME (Mame4all);;1982;Konami;Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;;;;1
amidaro;Amidar (Olympia);MAME (Mame4all);amidar;1982;Konami (Olympia license);Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;amidar;;;1
amidars;Amidar (Scramble hardware);MAME (Mame4all);amidar;1982;Konami;Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;amidar;;;1
amidaru;Amidar (Stern Electronics);MAME (Mame4all);amidar;1982;Konami (Stern Electronics license);Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;amidar;;;1
amigo;Amigo;MAME (Mame4all);amidar;1982;bootleg;Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;amidar;;;1
androdun;Andro Dunos (NGM-049)(NGH-049);MAME (Mame4all);;1992;Visco;Shooter / Flying Horizontal;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
anteater;Anteater;MAME (Mame4all);;1982;Tago Electronics;Maze;2P alt;90;joystick (4-way);good;1;raster;;;;1
appoooh;Appoooh;MAME (Mame4all);;1984;Sanritsu / Sega;Sports / Wrestling;2P alt;0;joystick (8-way);good;1;raster;;;;3
arabian;Arabian;MAME (Mame4all);;1983;Sun Electronics;Platform / Run Jump;2P alt;270;joystick (8-way);good;1;raster;;;;1
arabiana;Arabian (Atari);MAME (Mame4all);arabian;1983;Sun Electronics (Atari license);Platform / Run Jump;2P alt;270;joystick (8-way);good;1;raster;arabian;;;1
arbalest;Arbalester;MAME (Mame4all);;1989;Seta;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;2
arcadecl;Arcade Classics (prototype);MAME (Mame4all);;1992;Atari Games;Multiplay / Compilation;2P sim;0;trackball;good;1;raster;;;;3
archrivl;Arch Rivals (rev 4.0 6/29/89);MAME (Mame4all);;1989;Bally Midway;Sports / Basketball;2P sim;0;joystick (analog);good;1;raster;;;;2
area88;Area 88 (Japan);MAME (Mame4all);unsquad;1989;Capcom / Daipro;Shooter / Flying Horizontal;2P sim;0;joystick (8-way);good;1;raster;unsquad;;;3
argus;Argus;MAME (Mame4all);;1986;NMK (Jaleco license);Shooter / Flying Vertical;2P alt;270;joystick (8-way);imperfect;1;raster;;;;2
rygarj;Argus no Senshi (Japan);MAME (Mame4all);rygar;1986;Tecmo;Platform / Fighter Scrolling;2P alt;0;joystick (8-way);good;1;raster;rygar;;;2
arkarea;Ark Area;MAME (Mame4all);;1988;UPL;Shooter / Field;2P sim;0;joystick (8-way);good;1;raster;;;;2
arkangc;Arkanoid (Game Corporation bootleg, set 1);MAME (Mame4all);arkanoid;1986;bootleg (Game Corporation);Ball & Paddle / Breakout;2P alt;90;dial;good;1;raster;arkanoid;;;1
arkatayt;Arkanoid (Tayto bootleg);MAME (Mame4all);arkanoid;1986;bootleg (Tayto);Ball & Paddle / Breakout;2P alt;90;dial;good;1;raster;arkanoid;;;1
arkanoid;Arkanoid (World, oldest rev);MAME (Mame4all);;1986;Taito Corporation Japan;Ball & Paddle / Breakout;2P alt;90;dial;good;1;raster;;;;1
armwrest;Arm Wrestling;MAME (Mame4all);;1985;Nintendo;Sports / Armwrestling;1P;0;joystick (3 (half4)-way);good;2;raster;;;;1
armedf;Armed Formation;MAME (Mame4all);;1988;Nichibutsu;Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;3
armora;Armor Attack;MAME (Mame4all);;1980;Cinematronics;Maze / Shooter Small;2P sim;180;joystick (2-way);imperfect;1;vector;;;;2
armorcar;Armored Car (set 1);MAME (Mame4all);;1981;Stern Electronics;Maze;2P alt;90;joystick (4-way);good;1;raster;;;;2
aof;Art of Fighting / Ryuuko no Ken (NGM-044)(NGH-044);MAME (Mame4all);;1992;SNK;Fighter / Versus;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
aof2;Art of Fighting 2 / Ryuuko no Ken 2 (NGM-056);MAME (Mame4all);;1994;SNK;Fighter / Versus;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
aof3;Art of Fighting 3 - The Path of the Warrior / Art of Fighting - Ryuuko no Ken Gaiden;MAME (Mame4all);;1996;SNK;Fighter / Versus;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
ashurau;Ashura Blaster (US);MAME (Mame4all);ashura;1990;Taito America Corporation;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;ashura;;;2
ashura;Ashura Blaster (World);MAME (Mame4all);;1990;Taito Corporation Japan;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;2
assaultj;Assault (Japan);MAME (Mame4all);assault;1988;Namco;Shooter / Driving;2P alt;90;double joystick;good;1;raster;assault;;;1
assault;Assault (Rev B);MAME (Mame4all);;1988;Namco;Shooter / Driving;1P;90;double joystick;good;1;raster;;;;1
assaultp;Assault Plus (Japan);MAME (Mame4all);assault;1988;Namco;Shooter / Driving;2P alt;90;double joystick;good;1;raster;assault;;;1
asteroid;Asteroids (rev 4);MAME (Mame4all);;1979;Atari;Shooter / Field;2P alt;0;;good;1;vector;;;;5
astdelux;Asteroids Deluxe (rev 3);MAME (Mame4all);;1980;Atari;Shooter / Field;2P alt;0;;good;1;vector;;;;5
astrob1;Astro Blaster (version 1);MAME (Mame4all);astrob;1981;Sega;Shooter / Gallery;2P alt;270;joystick (2-way);preliminary;1;raster;astrob;;;2
astrob2;Astro Blaster (version 2);MAME (Mame4all);astrob;1981;Sega;Shooter / Gallery;2P alt;270;joystick (2-way);imperfect;1;raster;astrob;;;2
astrob;Astro Blaster (version 3);MAME (Mame4all);;1981;Sega;Shooter / Gallery;2P alt;270;joystick (2-way);imperfect;1;raster;;;;2
astrof;Astro Fighter (set 1);MAME (Mame4all);;1979;Data East;Shooter / Gallery;2P alt;90;joystick (2-way);imperfect;1;raster;;;;1
astrof2;Astro Fighter (set 2);MAME (Mame4all);astrof;1979;Data East;Shooter / Gallery;2P alt;90;joystick (2-way);imperfect;1;raster;astrof;;;1
astrof3;Astro Fighter (set 3);MAME (Mame4all);astrof;1979;Data East;Shooter / Gallery;2P alt;90;joystick (2-way);imperfect;1;raster;astrof;;;1
astinvad;Astro Invader;MAME (Mame4all);kamikaze;1980;Leijac Corporation (Stern Electronics license);Shooter / Gallery;2P alt;270;joystick (2-way);imperfect;1;raster;kamikaze;;;1
laser;Astro Laser (bootleg of Space Laser);MAME (Mame4all);spclaser;1980;bootleg (Leisure Time Electronics Inc.);Shooter / Gallery;2P sim;270;joystick (2-way);preliminary;1;raster;spclaser;;;1
astyanax;The Astyanax;MAME (Mame4all);;1989;Jaleco;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
abaseb;Atari Baseball (set 1);MAME (Mame4all);;1979;Atari;Sports / Baseball;2P sim;0;trackball;good;1;raster;;;;1
abaseb2;Atari Baseball (set 2);MAME (Mame4all);abaseb;1979;Atari;Sports / Baseball;2P sim;0;trackball;good;1;raster;abaseb;;;1
atarifb4;Atari Football (4 players);MAME (Mame4all);atarifb;1979;Atari;Sports / Amer. Football;4P sim;0;trackball;good;1;raster;atarifb;;;1
atarifb1;Atari Football (revision 1);MAME (Mame4all);atarifb;1978;Atari;Sports / Amer. Football;2P sim;0;trackball;good;1;raster;atarifb;;;1
atarifb;Atari Football (revision 2);MAME (Mame4all);;1978;Atari;Sports / Amer. Football;2P sim;0;trackball;good;1;raster;;;;1
soccer;Atari Soccer;MAME (Mame4all);;1980;Atari;Sports / Soccer;4P sim;0;trackball;good;1;raster;;;;2
ataxxj;Ataxx (Japan);MAME (Mame4all);ataxx;1990;Leland Corp. (Capcom license);Tabletop / Misc.;2P alt;0;trackball;good;1;raster;ataxx;;;1
ataxx;Ataxx (set 1);MAME (Mame4all);;1990;Leland Corp.;Tabletop / Misc.;2P alt;0;trackball;good;1;raster;;;;1
ataxxa;Ataxx (set 2);MAME (Mame4all);ataxx;1990;Leland Corp.;Tabletop / Misc.;2P alt;0;trackball;good;1;raster;ataxx;;;1
athena;Athena;MAME (Mame4all);;1986;SNK;Platform / Fighter Scrolling;2P alt;0;joystick (8-way);good;1;raster;;;;2
atomicp;Atomic Point (Korea);MAME (Mame4all);;1990;Philko;Puzzle / Drop;2P sim;0;joystick (8-way);good;1;raster;;;;2
aurail;Aurail (set 3, US) (unprotected);MAME (Mame4all);;1990;Sega / Westone;Shooter / Driving Vertical;2P alt;0;joystick (8-way);good;1;raster;;;;3
avalnche;Avalanche;MAME (Mame4all);;1978;Atari;Ball & Paddle;2P alt;0;paddle;good;1;raster;;;;1
avengers;Avengers (US set 1);MAME (Mame4all);;1987;Capcom;Fighter / Vertical;2P sim;90;joystick (8-way);good;1;raster;;;;2
avspirit;Avenging Spirit;MAME (Mame4all);;1991;Jaleco;Platform / Fighter Scrolling;2P alt;0;joystick (8-way);good;1;raster;;;;2
aztarac;Aztarac;MAME (Mame4all);;1983;Centuri;Shooter / Field;2P alt;0;joystick (analog),dial;good;1;vector;;;;2
azurian;Azurian Attack;MAME (Mame4all);;1982;Rait Electronics Ltd;Shooter / Field;2P alt;90;joystick (8-way);good;1;raster;;;;1
baddudes;Bad Dudes vs. Dragonninja (US);MAME (Mame4all);;1988;Data East USA;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;5
badlands;Bad Lands;MAME (Mame4all);;1989;Atari Games;Driving / Race Track;2P sim;0;dial;good;1;raster;;;;2
bagman;Bagman;MAME (Mame4all);;1982;Valadon Automation;Platform / Run Jump;2P alt;270;joystick (8-way);good;1;raster;;;;1
bagmans;Bagman (Stern Electronics, set 1);MAME (Mame4all);bagman;1982;Valadon Automation (Stern Electronics license);Platform / Run Jump;2P alt;270;joystick (8-way);good;1;raster;bagman;;;1
bagmans2;Bagman (Stern Electronics, set 2);MAME (Mame4all);bagman;1982;Valadon Automation (Stern Electronics license);Platform / Run Jump;2P alt;270;joystick (8-way);good;1;raster;bagman;;;1
bakatono;Bakatonosama Mahjong Manyuuki (MOM-002)(MOH-002);MAME (Mame4all);;1991;Monolith Corp.;Tabletop / Mahjong * Mature *;1P;0;joystick (8-way),mahjong;good;1;raster;neogeo;;;4
ballbomb;Balloon Bomber;MAME (Mame4all);;1980;Taito;Shooter / Gallery;2P alt;270;joystick (2-way);imperfect;1;raster;;;;1
baluba;Baluba-louk no Densetsu (Japan);MAME (Mame4all);;1986;Able Corp, Ltd.;Platform / Run Jump;2P alt;90;joystick (8-way);good;1;raster;;;;1
bandido;Bandido;MAME (Mame4all);sheriff;1980;Nintendo (Exidy license);Shooter / Field;2P alt;270;double joystick;good;1;raster;sheriff;;;1
bankp;Bank Panic;MAME (Mame4all);;1984;Sanritsu / Sega;Shooter / 1st Person;2P alt;0;joystick (2-way);good;1;raster;;;;3
baraduke;Baraduke;MAME (Mame4all);aliensec;1985;Namco;Shooter / Flying Horizontal;2P alt;0;joystick (8-way);good;1;raster;aliensec;;;1
barrier;Barrier;MAME (Mame4all);;1979;Cinematronics (Vectorbeam license);Puzzle / Misc.;2P alt;270;joystick (4-way);imperfect;1;vector;;;;
bstars2;Baseball Stars 2;MAME (Mame4all);;1992;SNK;Sports / Baseball;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
bstars;Baseball Stars Professional (NGM-002);MAME (Mame4all);;1990;SNK;Sports / Baseball;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
basebal2;Baseball: The Season II;MAME (Mame4all);;1987;Cinematronics;Sports / Baseball;2P sim;0;joystick (analog);good;1;raster;;;;6
bsktball;Basketball;MAME (Mame4all);;1979;Atari;Sports / Basketball;2P sim;0;trackball;good;1;raster;;;;1
batman;Batman;MAME (Mame4all);;1991;Atari Games;Platform / Fighter Scrolling;1P;0;joystick (8-way);good;1;raster;;;;2
batsugun;Batsugun;MAME (Mame4all);;1993;Toaplan;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;3
battlnts;Battlantis (program code G);MAME (Mame4all);;1987;Konami;Shooter / 3rd Person;2P alt;90;joystick (8-way);good;1;raster;;;;1
bchopper;Battle Chopper;MAME (Mame4all);;1987;Irem;Shooter / Flying;2P alt;0;joystick (8-way);good;1;raster;;;;4
btlfield;Battle Field (Japan);MAME (Mame4all);timesold;1987;Alpha Denshi Co. (SNK license);Shooter / Walking;2P sim;90;joystick (8-way),positional;good;1;raster;timesold;;;2
flipshot;Battle Flip Shot;MAME (Mame4all);;1998;Visco;Sports / Misc.;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
battlane;Battle Lane! Vol. 5 (set 1);MAME (Mame4all);;1986;Technos Japan (Taito license);Shooter / Driving Vertical;2P alt;90;joystick (8-way);good;1;raster;;;;2
battlera;Battle Rangers (World);MAME (Mame4all);;1988;Data East Corporation;Shooter / Walking;2P sim;0;joystick (8-way);imperfect;1;raster;;;;3
bzone;Battle Zone (rev 2);MAME (Mame4all);;1980;Atari;Shooter / Driving 1st Person;1P;0;double joystick;good;1;vector;;;;1
atlantis;Battle of Atlantis (set 1);MAME (Mame4all);;1981;Comsoft;Shooter / Misc. Horizontal;2P alt;90;joystick (8-way);good;1;raster;;;;2
battroad;The Battle-Road;MAME (Mame4all);;1984;Irem;Shooter / Driving Vertical;2P alt;90;joystick (8-way);imperfect;1;raster;;;;2
bayroute;Bay Route (set 3, World) (FD1094 317-0116);MAME (Mame4all);;1989;Sunsoft / Sega;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
beastf;Beastie Feastie;MAME (Mame4all);suprglob;1984;Epos Corporation;Platform / Run Jump;2P alt;90;joystick (4-way);good;1;raster;suprglob;;;2
blswhstl;Bells & Whistles (World, version L);MAME (Mame4all);;1991;Konami;Shooter / Flying Vertical;2P sim;90;joystick (8-way);good;1;raster;;;;2
berabohm;Beraboh Man (Japan, Rev C);MAME (Mame4all);;1988;Namco;Platform / Fighter Scrolling;2P alt;180;joystick (8-way);good;1;raster;;;;6
berlwall;The Berlin Wall;MAME (Mame4all);;1991;Kaneko;Platform / Run Jump;2P sim;0;joystick (8-way);good;1;raster;;;;3
bermudat;Bermuda Triangle (World?);MAME (Mame4all);;1987;SNK;Shooter / Flying Vertical;2P sim;270;joystick (8-way),positional;good;1;raster;;;;2
berzerk;Berzerk (set 1);MAME (Mame4all);;1980;Stern Electronics;Maze / Shooter Small;2P alt;0;joystick (8-way);good;1;raster;;;;1
berzerk1;Berzerk (set 2);MAME (Mame4all);berzerk;1980;Stern Electronics;Maze / Shooter Small;2P alt;0;joystick (8-way);good;1;raster;berzerk;;;1
bigkarnk;Big Karnak;MAME (Mame4all);;1991;Gaelco;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;2
bigprowr;The Big Pro Wrestling!;MAME (Mame4all);;1983;Technos Japan;Sports / Wrestling;2P alt;270;joystick (8-way);good;1;raster;;;;2
bigstrik;Big Striker;MAME (Mame4all);;1992;Jaleco;Sports / Soccer;2P sim;0;joystick (8-way);good;1;raster;;;;3
billiard;The Billiards (Video Hustler bootleg);MAME (Mame4all);hustler;1981;bootleg;Sports / Pool;2P alt;90;joystick (8-way);good;1;raster;hustler;;;1
bioatack;Bio Attack;MAME (Mame4all);;1983;Taito Corporation (Fox Video Games license);Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;1
biomtoy;Biomechanical Toy (Ver. 1.0.1885);MAME (Mame4all);;1995;Gaelco;Platform / Shooter Scrolling;1P;0;joystick (8-way);good;1;raster;;;;2
bionicc;Bionic Commando (Euro);MAME (Mame4all);;1987;Capcom;Platform / Shooter Scrolling;2P alt;0;joystick (8-way);good;1;raster;;;;2
bionicc2;Bionic Commando (US set 2);MAME (Mame4all);bionicc;1987;Capcom;Platform / Shooter Scrolling;2P alt;0;joystick (8-way);good;1;raster;bionicc;;;2
bking2;Birdie King 2;MAME (Mame4all);;1983;Taito Corporation;Sports / Golf;2P alt;90;trackball;good;1;raster;;;;
blkdrgon;Black Dragon (Japan);MAME (Mame4all);blktiger;1987;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way);good;1;raster;blktiger;;;2
blkhole;Black Hole;MAME (Mame4all);;1981;TDS & MINTS;Shooter / Gallery;2P alt;90;joystick (2-way);good;1;raster;;;;1
blktiger;Black Tiger;MAME (Mame4all);;1987;Capcom;Platform / Fighter Scrolling;2P alt;0;joystick (8-way);good;1;raster;;;;2
bwidow;Black Widow;MAME (Mame4all);;1982;Atari;Shooter / Field;2P alt;0;double joystick;good;1;vector;;;;
bmaster;Blade Master (World);MAME (Mame4all);;1991;Irem;Fighter / 2.5D;2P sim;0;joystick (8-way);good;1;raster;;;;2
