#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
007 - GoldenEye (USA);007 - GoldenEye (USA);Nintendo 64 Mupen;;;;;;;;;;;;;;
CyberTiger (USA);CyberTiger (USA);Nintendo 64 Mupen;;2000;Electronic Arts;Sports;4+;;;;;;;;;
Dark Rift (USA);Dark Rift (USA);Nintendo 64 Mupen;;1997;Vic Tokai;Fighting;2;;;;;;;;;
Deadly Arts (USA);Deadly Arts (USA);Nintendo 64 Mupen;;1998;Konami;Fighting;2;;;;;;;;;
Destruction Derby 64 (USA);Destruction Derby 64 (USA);Nintendo 64 Mupen;;1999;THQ;Racing;4+;;;;;;;;;
Diddy Kong Racing (USA) (En,Fr) (Rev A);Diddy Kong Racing (USA) (En,Fr) (Rev A);Nintendo 64 Mupen;;1997;Rareware;Adventure / Racing;4+;;;;;;;;;
Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It);Donald Duck - Goin' Quackers (USA) (En,Fr,De,Es,It);Nintendo 64 Mupen;;2000;Ubisoft;Adventure / Role-Playing;1;;;;;;;;;
Donkey Kong 64 (USA);Donkey Kong 64 (USA);Nintendo 64 Mupen;;1999;Nintendo;Action / Adventure;1;;;;;;;;;
Doom 64 (USA) (Rev A);Doom 64 (USA) (Rev A);Nintendo 64 Mupen;;1997;Midway;Shooter;1;;;;;;;;;
Dr. Mario 64 (USA);Dr. Mario 64 (USA);Nintendo 64 Mupen;;2001;Nintendo;Puzzle;4+;;;;;;;;;
Dragon Ball Kart 64;Dragon Ball Kart 64;Nintendo 64 Mupen;;;Hack;;4;;;;;;;;;
Dual Heroes (USA);Dual Heroes (USA);Nintendo 64 Mupen;;1998;Electro Brain;Action / Fighting;2;;;;;;;;;
Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es);Duck Dodgers Starring Daffy Duck (USA) (En,Fr,Es);Nintendo 64 Mupen;;2000;Infogrames;Platform;1;;;;;;;;;
Duke Nukem - Zero Hour (USA);Duke Nukem - Zero Hour (USA);Nintendo 64 Mupen;;1999;GT Interactive;Shooter;4+;;;;;;;;;
Duke Nukem 64 (USA);Duke Nukem 64 (USA);Nintendo 64 Mupen;;1997;Eurocom;Shooter;4+;;;;;;;;;
ECW Hardcore Revolution (USA);ECW Hardcore Revolution (USA);Nintendo 64 Mupen;;2000;Acclaim;Fighting / Sports;2;;;;;;;;;
Earthworm Jim 3D (USA);Earthworm Jim 3D (USA);Nintendo 64 Mupen;;1999;Interplay/Rockstar;Action / Platform;1;;;;;;;;;
Elmo's Letter Adventure (USA);Elmo's Letter Adventure (USA);Nintendo 64 Mupen;;;;;;;;;;;;;;
Elmo's Number Journey (USA);Elmo's Number Journey (USA);Nintendo 64 Mupen;;;;;;;;;;;;;;
Excitebike 64 (USA);Excitebike 64 (USA);Nintendo 64 Mupen;;2000;Ninteno;Racing;4+;;;;;;;;;
Extreme-G (USA);Extreme-G (USA);Nintendo 64 Mupen;;1997;Acclaim Entertainment;Shooter;4+;;;;;;;;;
Extreme-G XG2 (USA);Extreme-G XG2 (USA);Nintendo 64 Mupen;;1998;Acclaim Entertainment;Vehicle Simulation / Shooter;4+;;;;;;;;;
F-1 World Grand Prix (USA);F-1 World Grand Prix (USA);Nintendo 64 Mupen;;1998;Nintendo;Racing;2;;;;;;;;;
F-1 World Grand Prix II (Europe) (En,Fr,De,Es);F-1 World Grand Prix II (Europe) (En,Fr,De,Es);Nintendo 64 Mupen;;1999;Nintendo;Racing;4+;;;;;;;;;
F-Zero X (USA);F-Zero X (USA);Nintendo 64 Mupen;;;;;;;;;;;;;;
F1 Pole Position 64 (USA) (En,Fr,De);F1 Pole Position 64 (USA) (En,Fr,De);Nintendo 64 Mupen;;1997;Ubisoft;Racing;1;;;;;;;;;
F1 Racing Championship (Europe) (En,Fr,De,Es,It);F1 Racing Championship (Europe) (En,Fr,De,Es,It);Nintendo 64 Mupen;;2000;Ubi Soft;Racing;;;;;;;;;;
FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv);FIFA - Road to World Cup 98 (USA) (En,Fr,De,Es,It,Nl,Sv);Nintendo 64 Mupen;;1997;EA;Sports;;;;;;;;;;
FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv);FIFA 99 (USA) (En,Fr,De,Es,It,Nl,Pt,Sv);Nintendo 64 Mupen;;1998;Electronic Arts;Sports;4+;;;;;;;;;
FIFA Soccer 64 (USA) (En,Fr,De);FIFA Soccer 64 (USA) (En,Fr,De);Nintendo 64 Mupen;;1997;Electronic Arts;Sports;4+;;;;;;;;;
Fighter Destiny 2 (USA);Fighter Destiny 2 (USA);Nintendo 64 Mupen;;2000;Southpeak;Fighting;2;;;;;;;;;
Fighters Destiny (USA);Fighters Destiny (USA);Nintendo 64 Mupen;;1998;Ocean;Fighting;2;;;;;;;;;
Fighting Force 64 (USA);Fighting Force 64 (USA);Nintendo 64 Mupen;;1999;Crave;Fighting;2;;;;;;;;;
Flying Dragon (USA);Flying Dragon (USA);Nintendo 64 Mupen;;1998;Natsume;Fighting;2;;;;;;;;;
Forsaken 64 (USA);Forsaken 64 (USA);Nintendo 64 Mupen;;1998;Acclaim;Action / Shooter;4+;;;;;;;;;
Fox Sports College Hoops '99 (USA);Fox Sports College Hoops '99 (USA);Nintendo 64 Mupen;;1998;Fox Interactive;Sports;2;;;;;;;;;
GT64 - Championship Edition (USA);GT64 - Championship Edition (USA);Nintendo 64 Mupen;;1998;Ocean;Racing;2;;;;;;;;;
Gauntlet Legends (USA);Gauntlet Legends (USA);Nintendo 64 Mupen;;1999;Atari Games;Action;4+;;;;;;;;;
Gex 3 - Deep Cover Gecko (USA);Gex 3 - Deep Cover Gecko (USA);Nintendo 64 Mupen;;1999;Crave;Platform;1;;;;;;;;;
Gex 64 - Enter the Gecko (USA);Gex 64 - Enter the Gecko (USA);Nintendo 64 Mupen;;1998;Midway;Platform;1;;;;;;;;;
Glover (USA);Glover (USA);Nintendo 64 Mupen;;1998;Hasbro Interactive;Platform;1;;;;;;;;;
Goemon's Great Adventure (USA);Goemon's Great Adventure (USA);Nintendo 64 Mupen;;1999;Konami;Action / Adventure;2;;;;;;;;;
Golden Nugget 64 (USA);Golden Nugget 64 (USA);Nintendo 64 Mupen;;1998;Electronic Arts;Puzzle;4+;;;;;;;;;
GoldenEye 007 (E) [!];GoldenEye 007 (E) [!];Nintendo 64 Mupen;;1997;Nintendo;Shooter;4+;;;;;;;;;
GoldenEye 007 (E) [b1];GoldenEye 007 (E) [b1];Nintendo 64 Mupen;;1997;Nintendo;Shooter;4+;;;;;;;;;
GoldenEye 007 (E) [h1C];GoldenEye 007 (E) [h1C];Nintendo 64 Mupen;;1997;Nintendo;Shooter;4+;;;;;;;;;
GoldenEye 007 (E) [t1] (Rapid Fire);GoldenEye 007 (E) [t1] (Rapid Fire);Nintendo 64 Mupen;;1997;Nintendo;Shooter;4+;;;;;;;;;
Harvest Moon 64 (USA);Harvest Moon 64 (USA);Nintendo 64 Mupen;;1999;Natsume;Construction and Management Simulation;1;;;;;;;;;
Hercules - The Legendary Journeys (USA);Hercules - The Legendary Journeys (USA);Nintendo 64 Mupen;;2000;Titus;Action / Adventure;1;;;;;;;;;
Hexen (USA);Hexen (USA);Nintendo 64 Mupen;;1997;id Software;Shooter;4+;;;;;;;;;
Hey You, Pikachu! (USA);Hey You, Pikachu! (USA);Nintendo 64 Mupen;;2000;Nintendo;Life Simulation;1;;;;;;;;;
Hot Wheels - Turbo Racing (USA);Hot Wheels - Turbo Racing (USA);Nintendo 64 Mupen;;1999;Electronic Arts;Racing;2;;;;;;;;;
Hybrid Heaven (USA);Hybrid Heaven (USA);Nintendo 64 Mupen;;1999;Konami;Adventure / Role-Playing;1;;;;;;;;;
Hydro Thunder (USA);Hydro Thunder (USA);Nintendo 64 Mupen;;1999;Midway Games;Vehicle Simulation;4+;;;;;;;;;
Iggy's Reckin' Balls (USA);Iggy's Reckin' Balls (USA);Nintendo 64 Mupen;;1998;Acclaim;Action / Racing;4+;;;;;;;;;
In-Fisherman - Bass Hunter 64 (USA);In-Fisherman - Bass Hunter 64 (USA);Nintendo 64 Mupen;;;;;;;;;;;;;;
Indiana Jones and the Infernal Machine (USA);Indiana Jones and the Infernal Machine (USA);Nintendo 64 Mupen;;2000;LucasArts;Action / Adventure;1;;;;;;;;;
Indy Racing 2000 (USA);Indy Racing 2000 (USA);Nintendo 64 Mupen;;2000;Infogrames;Racing;;;;;;;;;;
International Superstar Soccer '98 (USA);International Superstar Soccer '98 (USA);Nintendo 64 Mupen;;1998;Konami;Sports;4+;;;;;;;;;
International Superstar Soccer 2000 (USA) (En,Es);International Superstar Soccer 2000 (USA) (En,Es);Nintendo 64 Mupen;;2000;Konami;Sports;4+;;;;;;;;;
International Superstar Soccer 64 (USA);International Superstar Soccer 64 (USA);Nintendo 64 Mupen;;1997;Konami;Sports;4+;;;;;;;;;
International Track & Field 2000 (USA);International Track & Field 2000 (USA);Nintendo 64 Mupen;;2000;Konami;Sports;;;;;;;;;;
Jeopardy! (USA);Jeopardy! (USA);Nintendo 64 Mupen;;1998;GameTek;Puzzle;;;;;;;;;;
Jeremy McGrath Supercross 2000 (USA);Jeremy McGrath Supercross 2000 (USA);Nintendo 64 Mupen;;2000;Acclaim;Racing;;;;;;;;;;
Jet Force Gemini (USA);Jet Force Gemini (USA);Nintendo 64 Mupen;;1999;Rare;Action / Adventure;4+;;;;;;;;;
John Romero's Daikatana (USA);John Romero's Daikatana (USA);Nintendo 64 Mupen;;2000;Kemco;Action / Shooter;2;;;;;;;;;
Ken Griffey Jr.'s Slugfest (USA);Ken Griffey Jr.'s Slugfest (USA);Nintendo 64 Mupen;;1999;Nintendo;Sports;2;;;;;;;;;
Killer Instinct Gold (USA) (Rev B);Killer Instinct Gold (USA) (Rev B);Nintendo 64 Mupen;;1996;Nintendo;Fighting;2;;;;;;;;;
Kirby 64 - The Crystal Shards (USA);Kirby 64 - The Crystal Shards (USA);Nintendo 64 Mupen;;2000;Nintendo;Adventure;4+;;;;;;;;;
Knife Edge - Nose Gunner (USA);Knife Edge - Nose Gunner (USA);Nintendo 64 Mupen;;1998;Kemco;Shooter;4+;;;;;;;;;
Knockout Kings 2000 (USA);Knockout Kings 2000 (USA);Nintendo 64 Mupen;;1999;Electronic Arts;Sports;2;;;;;;;;;
Kobe Bryant's NBA Courtside (USA);Kobe Bryant's NBA Courtside (USA);Nintendo 64 Mupen;;;;;;;;;;;;;;
LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi);LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi);Nintendo 64 Mupen;;1999;Lego Media;Racing;2;;;;;;;;;
Legend of Zelda, The - Majora's Mask (USA);Legend of Zelda, The - Majora's Mask (USA);Nintendo 64 Mupen;;2000;Nintendo;Action / Adventure / Role-Playing;1;;;;;;;;;
Legend of Zelda, The - Ocarina of Time (USA) (Rev B);Legend of Zelda, The - Ocarina of Time (USA) (Rev B);Nintendo 64 Mupen;;1998;Nintendo;Action / Adventure / Role-Playing;1;;;;;;;;;
Lode Runner 3-D (USA);Lode Runner 3-D (USA);Nintendo 64 Mupen;;1999;Infogrames;Platform;1;;;;;;;;;
MRC - Multi Racing Championship (USA);MRC - Multi Racing Championship (USA);Nintendo 64 Mupen;;1997;Imagineer;Racing;2;;;;;;;;;
Mace - The Dark Age (USA);Mace - The Dark Age (USA);Nintendo 64 Mupen;;1997;Midway;Fighting;2;;;;;;;;;
Madden Football 64 (USA);Madden Football 64 (USA);Nintendo 64 Mupen;;1997;Electronic Arts;Sports;4+;;;;;;;;;
Madden NFL 2000 (USA);Madden NFL 2000 (USA);Nintendo 64 Mupen;;1999;Ea;Sports;;;;;;;;;;
Madden NFL 2001 (USA);Madden NFL 2001 (USA);Nintendo 64 Mupen;;2000;EA;Sports;;;;;;;;;;
Madden NFL 2002 (USA);Madden NFL 2002 (USA);Nintendo 64 Mupen;;2001;Electronic Arts;Sports;4+;;;;;;;;;
Madden NFL 99 (USA);Madden NFL 99 (USA);Nintendo 64 Mupen;;1998;Electronic Arts;Sports;4+;;;;;;;;;
Magical Tetris Challenge (USA);Magical Tetris Challenge (USA);Nintendo 64 Mupen;;1999;Capcom;Puzzle;2;;;;;;;;;
Major League Baseball featuring Ken Griffey Jr. (USA);Major League Baseball featuring Ken Griffey Jr. (USA);Nintendo 64 Mupen;;1998;Nintendo;Sports;2;;;;;;;;;
Mario Golf (USA);Mario Golf (USA);Nintendo 64 Mupen;;1999;Nintendo;Sports;4+;;;;;;;;;
Mario Kart 64 (USA);Mario Kart 64 (USA);Nintendo 64 Mupen;;1996;Nintendo;Racing;4+;;;;;;;;;
Mario Party (USA);Mario Party (USA);Nintendo 64 Mupen;;1998;Nintendo;Adventure / Puzzle / Strategy;4+;;;;;;;;;
Mario Party 2 (USA);Mario Party 2 (USA);Nintendo 64 Mupen;;1999;Nintendo;Adventure / Puzzle / Strategy;4+;;;;;;;;;
Mario Party 3 (USA);Mario Party 3 (USA);Nintendo 64 Mupen;;2000;Nintendo;Adventure / Puzzle / Strategy;4+;;;;;;;;;
Mario Tennis (USA);Mario Tennis (USA);Nintendo 64 Mupen;;2000;Nintendo;Sports;4+;;;;;;;;;
Mega Man 64 (USA);Mega Man 64 (USA);Nintendo 64 Mupen;;2000;Capcom;Action / Role-Playing;1;;;;;;;;;
Mia Hamm Soccer 64 (USA) (En,Es);Mia Hamm Soccer 64 (USA) (En,Es);Nintendo 64 Mupen;;2000;SouthPeak Games;Sports;4+;;;;;;;;;
Mickey's Speedway USA (USA);Mickey's Speedway USA (USA);Nintendo 64 Mupen;;2000;Nintendo;Racing;4+;;;;;;;;;
Micro Machines 64 Turbo (USA);Micro Machines 64 Turbo (USA);Nintendo 64 Mupen;;1999;Midway;Racing;4+;;;;;;;;;
Midway's Greatest Arcade Hits - Volume 1 (USA);Midway's Greatest Arcade Hits - Volume 1 (USA);Nintendo 64 Mupen;;2001;Midway;Action;2;;;;;;;;;
Mike Piazza's StrikeZone (USA);Mike Piazza's StrikeZone (USA);Nintendo 64 Mupen;;1998;GT Interactive;Sports;2;;;;;;;;;
Milo's Astro Lanes (USA);Milo's Astro Lanes (USA);Nintendo 64 Mupen;;1998;Crave;Action / Sports;4+;;;;;;;;;
Mischief Makers (USA) (Rev A);Mischief Makers (USA) (Rev A);Nintendo 64 Mupen;;1997;Nintendo;Platform;1;;;;;;;;;
Mission Impossible (USA);Mission Impossible (USA);Nintendo 64 Mupen;;1998;Infogrames;Action / Adventure;1;;;;;;;;;
Monaco Grand Prix (USA);Monaco Grand Prix (USA);Nintendo 64 Mupen;;1999;Ubisoft;Racing;;;;;;;;;;
Monopoly (USA);Monopoly (USA);Nintendo 64 Mupen;;1999;Hasbro Interactive;Action;4+;;;;;;;;;
Monster Truck Madness 64 (USA);Monster Truck Madness 64 (USA);Nintendo 64 Mupen;;1999;Rockstar;Racing;4+;;;;;;;;;
Mortal Kombat 4 (USA);Mortal Kombat 4 (USA);Nintendo 64 Mupen;;1998;Midway;Fighting;2;;;;;;;;;
Mortal Kombat Mythologies - Sub-Zero (USA);Mortal Kombat Mythologies - Sub-Zero (USA);Nintendo 64 Mupen;;1997;Midway;Fighting;2;;;;;;;;;
Mortal Kombat Trilogy (USA) (Rev B);Mortal Kombat Trilogy (USA) (Rev B);Nintendo 64 Mupen;;1996;Midway;Fighting;2;;;;;;;;;
Ms. Pac-Man - Maze Madness (USA);Ms. Pac-Man - Maze Madness (USA);Nintendo 64 Mupen;;2000;Namco;Puzzle;;;;;;;;;;
Mystical Ninja Starring Goemon (USA);Mystical Ninja Starring Goemon (USA);Nintendo 64 Mupen;;1998;Konami;Action / Adventure / Platform;1;;;;;;;;;
NASCAR 2000 (USA);NASCAR 2000 (USA);Nintendo 64 Mupen;;1999;Electronic Arts;Racing;2;;;;;;;;;
NASCAR 99 (USA);NASCAR 99 (USA);Nintendo 64 Mupen;;1998;Electronic Arts;Racing;2;;;;;;;;;
NBA Courtside 2 featuring Kobe Bryant (USA);NBA Courtside 2 featuring Kobe Bryant (USA);Nintendo 64 Mupen;;1999;Nintendo;Sports;4+;;;;;;;;;
NBA Hangtime (USA);NBA Hangtime (USA);Nintendo 64 Mupen;;1997;Midway;Sports;2;;;;;;;;;
NBA Jam 2000 (USA);NBA Jam 2000 (USA);Nintendo 64 Mupen;;1999;Acclaim;Sports;2;;;;;;;;;
NBA Jam 99 (USA);NBA Jam 99 (USA);Nintendo 64 Mupen;;;;;;;;;;;;;;
NBA Live 2000 (USA) (En,Fr,De,Es);NBA Live 2000 (USA) (En,Fr,De,Es);Nintendo 64 Mupen;;1999;EA Sports;Sports;;;;;;;;;;
NBA Live 99 (USA) (En,Fr,De,Es,It);NBA Live 99 (USA) (En,Fr,De,Es,It);Nintendo 64 Mupen;;1998;Electronic Arts;Sports;4+;;;;;;;;;
NBA Showtime - NBA on NBC (USA);NBA Showtime - NBA on NBC (USA);Nintendo 64 Mupen;;1999;Midway;Sports;2;;;;;;;;;
NBA in the Zone '98 (USA);NBA in the Zone '98 (USA);Nintendo 64 Mupen;;1998;Konami;Sports;2;;;;;;;;;
NBA in the Zone '99 (USA);NBA in the Zone '99 (USA);Nintendo 64 Mupen;;1999;Konami;Sports;2;;;;;;;;;
NBA in the Zone 2000 (USA);NBA in the Zone 2000 (USA);Nintendo 64 Mupen;;2000;Konami;Sports;2;;;;;;;;;
NFL Blitz (USA);NFL Blitz (USA);Nintendo 64 Mupen;;1998;Midway Games;Sports;2;;;;;;;;;
NFL Blitz - Special Edition (USA);NFL Blitz - Special Edition (USA);Nintendo 64 Mupen;;2001;Midway Games;Sports;;;;;;;;;;
NFL Blitz 2000 (USA);NFL Blitz 2000 (USA);Nintendo 64 Mupen;;1999;Midway;Sports;2;;;;;;;;;
NFL Blitz 2001 (USA);NFL Blitz 2001 (USA);Nintendo 64 Mupen;;2000;Midway Games;Sports;4+;;;;;;;;;
NFL Quarterback Club 2000 (USA);NFL Quarterback Club 2000 (USA);Nintendo 64 Mupen;;1999;Acclaim;Sports;2;;;;;;;;;
NFL Quarterback Club 2001 (USA);NFL Quarterback Club 2001 (USA);Nintendo 64 Mupen;;2000;Acclaim Entertainment;Sports;4+;;;;;;;;;
NFL Quarterback Club 98 (USA);NFL Quarterback Club 98 (USA);Nintendo 64 Mupen;;1997;;Sports;4+;;;;;;;;;
NFL Quarterback Club 99 (USA);NFL Quarterback Club 99 (USA);Nintendo 64 Mupen;;1998;Acclaim;Sports;2;;;;;;;;;
NHL 99 (USA);NHL 99 (USA);Nintendo 64 Mupen;;;;;;;;;;;;;;
NHL Blades of Steel '99 (USA);NHL Blades of Steel '99 (USA);Nintendo 64 Mupen;;1999;Konami;Sports;2;;;;;;;;;
NHL Breakaway 98 (USA);NHL Breakaway 98 (USA);Nintendo 64 Mupen;;1998;Acclaim;Sports;2;;;;;;;;;
NHL Breakaway 99 (USA);NHL Breakaway 99 (USA);Nintendo 64 Mupen;;1998;Acclaim;Sports;2;;;;;;;;;
Nagano Winter Olympics '98 (USA);Nagano Winter Olympics '98 (USA);Nintendo 64 Mupen;;1997;Konami;Sports;4+;;;;;;;;;
Namco Museum 64 (USA);Namco Museum 64 (USA);Nintendo 64 Mupen;;1999;Namco;Action;1;;;;;;;;;
New Tetris, The (USA);New Tetris, The (USA);Nintendo 64 Mupen;;1999;Nintendo;Puzzle;4+;;;;;;;;;
Nightmare Creatures (USA);Nightmare Creatures (USA);Nintendo 64 Mupen;;1998;Activision;Action / Adventure;1;;;;;;;;;
Nuclear Strike 64 (USA);Nuclear Strike 64 (USA);Nintendo 64 Mupen;;1999;THQ;Shooter / Strategy;1;;;;;;;;;
Off Road Challenge (USA);Off Road Challenge (USA);Nintendo 64 Mupen;;1998;Midway;Racing;;;;;;;;;;
