#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
9ballshtc;9-Ball Shootout Championship;Arcade;9ballsht;1993;E-Scape EnterMedia (Bundra license);Sports / Pool;;;;;0;;;;;
qos;A Question of Sport (set 1, 39-960-107);Arcade;;1992;BFM;Quiz / English;;;;;0;;;;;
qosa;A Question of Sport (set 2, 39-960-099);Arcade;qos;1992;BFM;Quiz / English;;;;;0;;;;;
qosb;A Question of Sport (set 3, 39-960-089);Arcade;qos;1992;BFM;Quiz / English;;;;;0;;;;;
ad2083;A. D. 2083;Arcade;;1983;Midcoin;Shooter / Field;;;;;0;;;;;
abcopj;A.B. Cop (Japan, FD1094 317-0169b);Arcade;abcop;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
abcop;A.B. Cop (World, FD1094 317-0169b);Arcade;;1990;Sega;Driving / Race (chase view) Bike;;;;;0;;;;;
apbf;APB - All Points Bulletin (French);Arcade;apb;1987;Atari Games;Driving;;;;;0;;;;;
apbg;APB - All Points Bulletin (German);Arcade;apb;1987;Atari Games;Driving;;;;;0;;;;;
apb1;APB - All Points Bulletin (rev 1);Arcade;apb;1987;Atari Games;Driving;;;;;0;;;;;
apb2;APB - All Points Bulletin (rev 2);Arcade;apb;1987;Atari Games;Driving;;;;;0;;;;;
apb3;APB - All Points Bulletin (rev 3);Arcade;apb;1987;Atari Games;Driving;;;;;0;;;;;
apb4;APB - All Points Bulletin (rev 4);Arcade;apb;1987;Atari Games;Driving;;;;;0;;;;;
apb5;APB - All Points Bulletin (rev 5);Arcade;apb;1987;Atari Games;Driving;;;;;0;;;;;
apb6;APB - All Points Bulletin (rev 6);Arcade;apb;1987;Atari Games;Driving;;;;;0;;;;;
apb;APB - All Points Bulletin (rev 7);Arcade;;1987;Atari Games;Driving;;;;;0;;;;;
aso;ASO - Armored Scrum Object;Arcade;;1985;SNK;Shooter / Flying Vertical;;;;;0;;;;;
ar_argh;Aaargh (Arcadia);Arcade;;1988;Arcadia Systems;Platform / Fighter;;;;;0;;;;;
abscam;Abscam;Arcade;puckman;1981;GL (US Billiards license);Maze;;;;;0;;;;;
abunai;Abunai Houkago - Mou Matenai (Japan 890325);Arcade;;1989;Green Soft;Tabletop / Hanafuda * Mature *;;;;;0;;;;;
ace;Ace;Arcade;;1976;Allied Leisure;Shooter / Field;;;;;0;;;;;
aceattac;Ace Attacker (FD1094 317-0059);Arcade;;1988;Sega;Sports / Volleyball;;;;;0;;;;;
aceattaca;Ace Attacker (Japan, System 16A, FD1094 317-0060);Arcade;aceattac;1988;Sega;Sports / Volleyball;;;;;0;;;;;
acedrvrw;Ace Driver Racing Evolution (Rev. AD2);Arcade;;1994;Namco;Driving / Race 1st Person;;;;;0;;;;;
victlapw;Ace Driver Victory Lap (Rev. ADV2);Arcade;;1996;Namco;Driving / Race (chase view);;;;;0;;;;;
acrobatm;Acrobat Mission;Arcade;;1991;UPL (Taito license);Shooter / Flying Vertical;;;;;0;;;;;
dogfgt;Acrobatic Dog-Fight;Arcade;;1984;Technos Japan;Shooter / Flying;;;;;0;;;;;
dogfgtu;Acrobatic Dog-Fight (USA);Arcade;dogfgt;1985;Technos Japan (Data East USA, Inc. license);Shooter / Flying;;;;;0;;;;;
nss_actr;Act Raiser (Nintendo Super System);Arcade;;1992;Enix;Platform;;;;;0;;;;;
actfancrj;Act-Fancer Cybernetick Hyper Weapon (Japan revision 1);Arcade;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;;;;;0;;;;;
actfancr1;Act-Fancer Cybernetick Hyper Weapon (World revision 1);Arcade;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;;;;;0;;;;;
actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 2);Arcade;;1989;Data East Corporation;Platform / Shooter Scrolling;;;;;0;;;;;
act2000o3;Action 2000 (Version 1.2);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o2;Action 2000 (Version 3.10XT);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000o;Action 2000 (Version 3.3);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000vx;Action 2000 (Version 3.30XT Dual);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000dx;Action 2000 (Version 3.30XT, set 1);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000bx;Action 2000 (Version 3.30XT, set 2);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000;Action 2000 (Version 3.5E Dual);Arcade;;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000v1;Action 2000 (Version 3.5R Dual);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000d1;Action 2000 (Version 3.5R, set 1);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
act2000b1;Action 2000 (Version 3.5R, set 2);Arcade;act2000;1999;Amcoe;Casino / Multiplay;;;;;0;;;;;
afighter;Action Fighter (FD1089A 317-0018);Arcade;;1986;Sega;Shooter / Misc. Vertical;;;;;0;;;;;
actionhw;Action Hollywood;Arcade;;1995;TCH;Maze;;;;;0;;;;;
afv_l4;Addams Family Values (Coin Dropper L-4);Arcade;;1993;Williams;Electromechanical / Coin pusher;;;;;0;;;;;
hatena;Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228);Arcade;;1990;Capcom;Quiz / Japanese;;;;;0;;;;;
cworld2j;Adventure Quiz Capcom World 2 (Japan 920611);Arcade;;1992;Capcom;Quiz / Japanese;;;;;0;;;;;
cworld2ja;Adventure Quiz Capcom World 2 (Japan 920611, B-Board 90629B-3, no battery);Arcade;cworld2j;1992;Capcom;Quiz / Japanese;;;;;0;;;;;
cworld2jb;Adventure Quiz Capcom World 2 (Japan 920611, B-Board 91634B-2);Arcade;cworld2j;1992;Capcom;Quiz / Japanese;;;;;0;;;;;
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);Arcade;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);Arcade;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);Arcade;;1992;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerfboot;Aero Fighters (bootleg set 1);Arcade;aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
aerfboo2;Aero Fighters (bootleg set 2);Arcade;aerofgt;1992;bootleg;Shooter / Flying Vertical;;;;;0;;;;;
sonicwi2;Aero Fighters 2 / Sonic Wings 2;Arcade;;1994;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
sonicwi3;Aero Fighters 3 / Sonic Wings 3;Arcade;;1995;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aerofgts;Aero Fighters Special (Taiwan);Arcade;;1996;Video System Co.;Shooter / Flying Vertical;;;;;0;;;;;
aeroboto;Aeroboto;Arcade;formatz;1984;Jaleco (Williams license);Shooter / Misc. Horizontal;;;;;0;;;;;
aerolitos;Aerolitos (Spanish bootleg of Asteroids);Arcade;asteroid;1980;bootleg (Rodmar Elec.);Shooter / Field;;;;;0;;;;;
aftor;Af-Tor;Arcade;;1984;Wico;Electromechanical / Pinball;;;;;0;;;;;
aburner;After Burner;Arcade;aburner2;1987;Sega;Shooter / Flying (chase view);;;;;0;;;;;
mt_aftrb;After Burner (Mega-Tech, SMS based);Arcade;;1987;Sega;Shooter;;;;;0;;;;;
aburner2;After Burner II;Arcade;;1987;Sega;Shooter / Flying (chase view);;;;;0;;;;;
aburner2g;After Burner II (German);Arcade;aburner2;1987;Sega;Shooter / Flying (chase view);;;;;0;;;;;
aoh;Age Of Heroes - Silkroad 2 (v0.63 - 2001/02/07);Arcade;;2001;Unico;Fighter / 2.5D;;;;;0;;;;;
superbon;Agent Super Bond (Super Cobra conversion);Arcade;;1985;Signatron USA;Maze / Shooter Small;;;;;0;;;;;
agentx1;Agent X (prototype, rev 1);Arcade;cloak;1983;Atari;Shooter / Field;;;;;0;;;;;
agentx2;Agent X (prototype, rev 2);Arcade;cloak;1983;Atari;Shooter / Field;;;;;0;;;;;
agentx3;Agent X (prototype, rev 3);Arcade;cloak;1983;Atari;Shooter / Field;;;;;0;;;;;
agentx4;Agent X (prototype, rev 4);Arcade;cloak;1983;Atari;Shooter / Field;;;;;0;;;;;
agent777;Agents 777;Arcade;;1984;Game Plan;Electromechanical / Pinball;;;;;0;;;;;
aodk;Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku (ADM-008)(ADH-008);Arcade;;1994;ADK / SNK;Fighter / Versus;;;;;0;;;;;
agressb;Agress - Missile Daisenryaku (English bootleg);Arcade;agress;2003;bootleg;Puzzle / Sliding;;;;;0;;;;;
agress;Agress - Missile Daisenryaku (Japan);Arcade;;1991;Palco;Puzzle / Sliding;;;;;0;;;;;
koshien;Ah Eikou no Koshien (Japan);Arcade;;1990;Taito Corporation;Sports / Baseball;;;;;0;;;;;
airass;Air Assault (World);Arcade;;1993;Irem;Shooter / Flying Vertical;;;;;0;;;;;
airattck;Air Attack (set 1);Arcade;;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airattcka;Air Attack (set 2);Arcade;airattck;1996;Comad;Shooter / Flying Vertical;;;;;0;;;;;
airbustrj;Air Buster Trouble Specialty Raid Unit (Japan);Arcade;airbustr;1990;Kaneko (Namco license);Shooter / Flying Horizontal;;;;;0;;;;;
airbustr;Air Buster Trouble Specialty Raid Unit (World);Arcade;;1990;Kaneko (Namco license);Shooter / Flying Horizontal;;;;;0;;;;;
airbustrb;Air Buster Trouble Specialty Raid Unit (bootleg);Arcade;airbustr;1990;bootleg;Shooter / Flying Horizontal;;;;;0;;;;;
airduel;Air Duel (Japan);Arcade;;1990;Irem;Shooter / Flying Vertical;;;;;0;;;;;
agallet;Air Gallet (Europe);Arcade;;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalleth;Air Gallet (Hong Kong);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletk;Air Gallet (Korea);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agallett;Air Gallet (Taiwan);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
agalletu;Air Gallet (USA);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
airrace;Air Race (prototype);Arcade;;1985;Atari Games;Driving / Plane;;;;;0;;;;;
arescuej;Air Rescue (Japan);Arcade;arescue;1992;Sega;Shooter / Flying 1st Person;;;;;0;;;;;
arescue;Air Rescue (US);Arcade;;1992;Sega;Shooter / Flying 1st Person;;;;;0;;;;;
aavenger;Airborne Avenger;Arcade;;1977;Atari;Electromechanical / Pinball;;;;;0;;;;;
airwolf;Airwolf;Arcade;;1987;Kyugo;Shooter / Flying Horizontal;;;;;0;;;;;
airwolfa;Airwolf (US);Arcade;airwolf;1987;Kyugo (United Amusements license);Shooter / Flying Horizontal;;;;;0;;;;;
ajax;Ajax;Arcade;;1987;Konami;Shooter / Flying Vertical;;;;;0;;;;;
ajaxj;Ajax (Japan);Arcade;ajax;1987;Konami;Shooter / Flying Vertical;;;;;0;;;;;
akkanvdr;Akkanbeder (Ver 2.5J 1995/06/14);Arcade;spcinv95;1995;Taito Corporation;Shooter / Gallery;;;;;0;;;;;
akumajoun;Akuma-Jou Dracula (Japan version N);Arcade;hcastle;1988;Konami;Platform / Fighter Scrolling;;;;;0;;;;;
akumajou;Akuma-Jou Dracula (Japan version P);Arcade;hcastle;1988;Konami;Platform / Fighter Scrolling;;;;;0;;;;;
agalletj;Akuu Gallet (Japan);Arcade;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;;;;;0;;;;;
aladmdb;Aladdin (bootleg of Japanese Megadrive version);Arcade;;1993;bootleg / Sega;Platform / Fighter Scrolling;;;;;0;;;;;
alcon;Alcon (US);Arcade;;1986;Toaplan / Taito America Corp.;Shooter / Flying Vertical;;;;;0;;;;;
alexkidd1;Alex Kidd The Lost Stars (set 1, FD1089A 317-0021);Arcade;alexkidd;1986;Sega;Platform / Run Jump Scrolling;;;;;0;;;;;
alexkidd;Alex Kidd The Lost Stars (set 2, unprotected);Arcade;;1986;Sega;Platform / Run Jump Scrolling;;;;;0;;;;;
algar_l1;Algar (L-1);Arcade;;1980;Williams;Electromechanical / Pinball;;;;;0;;;;;
alibaba;Ali Baba and 40 Thieves;Arcade;;1982;Sega;Maze;;;;;0;;;;;
alienar;Alien Arena;Arcade;;1985;Duncan Brown;Maze;;;;;0;;;;;
alienaru;Alien Arena (Stargate upgrade);Arcade;alienar;1985;Duncan Brown;Maze;;;;;0;;;;;
alienchac;Alien Challenge (China);Arcade;aliencha;1994;IGS;Fighter / Versus;;;;;0;;;;;
aliencha;Alien Challenge (World);Arcade;;1994;IGS;Fighter / Versus;;;;;0;;;;;
aliencr;Alien Crush;Arcade;;1989;Hudson Soft;Pinball;;;;;0;;;;;
alinvade;Alien Invaders;Arcade;;198?;Forbes?;Shooter / Gallery;;;;;0;;;;;
alieninv;Alien Invasion;Arcade;invaders;19??;bootleg (Margamatics);Shooter / Gallery;;;;;0;;;;;
alieninvp2;Alien Invasion Part II;Arcade;invaders;19??;bootleg;Shooter / Gallery;;;;;0;;;;;
alpok_l2;Alien Poker (L-2);Arcade;alpok_l6;1980;Williams;Electromechanical / Pinball;;;;;0;;;;;
alpok_f6;Alien Poker (L-6 French speech);Arcade;alpok_l6;1980;Williams;Electromechanical / Pinball;;;;;0;;;;;
alpok_l6;Alien Poker (L-6);Arcade;;1980;Williams;Electromechanical / Pinball;;;;;0;;;;;
aliensec;Alien Sector;Arcade;;1985;Namco;Shooter / Flying Horizontal;;;;;0;;;;;
astormj;Alien Storm (Japan, 2 Players, FD1094 317-0146);Arcade;astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
mt_astrm;Alien Storm (Mega-Tech);Arcade;;1990;Sega;Platform;;;;;0;;;;;
astormu;Alien Storm (US, 3 Players, FD1094 317-0147);Arcade;astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm;Alien Storm (World, 2 Players, FD1094 317-0154);Arcade;;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astorm3;Alien Storm (World, 3 Players, FD1094 317-0148);Arcade;astorm;1990;Sega;Platform / Shooter Scrolling;;;;;0;;;;;
astormbl;Alien Storm (bootleg, set 1);Arcade;astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
astormb2;Alien Storm (bootleg, set 2);Arcade;astorm;1990;bootleg;Platform / Shooter Scrolling;;;;;0;;;;;
mt_asyn;Alien Syndrome (Mega-Tech, SMS based);Arcade;;1987;Sega;Maze;;;;;0;;;;;
aliensynjo;Alien Syndrome (set 1, Japan, old, System 16A, FD1089A 317-0033);Arcade;aliensyn;1987;Sega;Maze / Shooter Large;;;;;0;;;;;
aliensyn2;Alien Syndrome (set 2, System 16A, FD1089A 317-0033);Arcade;aliensyn;1987;Sega;Maze / Shooter Large;;;;;0;;;;;
aliensyn3;Alien Syndrome (set 3, System 16B, FD1089A 317-0033);Arcade;aliensyn;1987;Sega;Maze / Shooter Large;;;;;0;;;;;
aliensyn;Alien Syndrome (set 4, System 16B, unprotected);Arcade;;1987;Sega;Maze / Shooter Large;;;;;0;;;;;
aliensyn5;Alien Syndrome (set 5, System 16A, FD1089B 317-0037);Arcade;aliensyn;1987;Sega;Maze / Shooter Large;;;;;0;;;;;
aliensynj;Alien Syndrome (set 6, Japan, new, System 16B, FD1089A 317-0033);Arcade;aliensyn;1987;Sega;Maze / Shooter Large;;;;;0;;;;;
aliensyn7;Alien Syndrome (set 7, System 16B, MC-8123B 317-00xx);Arcade;aliensyn;1987;Sega;Maze / Shooter Large;;;;;0;;;;;
avspa;Alien vs. Predator (Asia 940520);Arcade;avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspd;Alien vs. Predator (Euro 940520 Phoenix Edition) (bootleg);Arcade;avsp;1994;bootleg;Fighter / 2.5D;;;;;0;;;;;
avsp;Alien vs. Predator (Euro 940520);Arcade;;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avsph;Alien vs. Predator (Hispanic 940520);Arcade;avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspj;Alien vs. Predator (Japan 940520);Arcade;avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
avspu;Alien vs. Predator (USA 940520);Arcade;avsp;1994;Capcom;Fighter / 2.5D;;;;;0;;;;;
alien3u;Alien3 The Gun (US);Arcade;alien3;1993;Sega;Shooter / Gun;;;;;0;;;;;
alien3;Alien3 The Gun (World);Arcade;;1993;Sega;Shooter / Gun;;;;;0;;;;;
aliensa;Aliens (Asia);Arcade;aliens;1990;Konami;Platform / Shooter Scrolling;;;;;0;;;;;
aliensj;Aliens (Japan set 1);Arcade;aliens;1990;Konami;Platform / Shooter Scrolling;;;;;0;;;;;
aliensj2;Aliens (Japan set 2);Arcade;aliens;1990;Konami;Platform / Shooter Scrolling;;;;;0;;;;;
aliensu;Aliens (US);Arcade;aliens;1990;Konami;Platform / Shooter Scrolling;;;;;0;;;;;
