#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
aso;ASO - Armored Scrum Object;MAME (Advance);;1985;SNK;Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;3
av2mj1bb;AV2Mahjong No.1 Bay Bridge no Seijo (Japan);MAME (Advance);;1991;Miki Syouji / AV Japan;Tabletop / Mahjong * Mature *;1P;0;mahjong;preliminary;1;raster;;;chd;
av2mj2rg;AV2Mahjong No.2 Rouge no Kaori (Japan);MAME (Advance);;1991;Miki Syouji / AV Japan;Tabletop / Mahjong * Mature *;1P;0;mahjong;preliminary;1;raster;;;chd;
abscam;Abscam;MAME (Advance);puckman;1981;GL (US Billiards license);Maze;2P alt;90;joystick (4-way);good;1;raster;puckman;;;
abunai;Abunai Houkago - Mou Matenai (Japan 890325);MAME (Advance);;1989;Green Soft;Tabletop / Hanafuda * Mature *;1P;0;mahjong,hanafuda;good;1;raster;;;;
ace;Ace;MAME (Advance);;1976;Allied Leisure;Shooter / Field;2P sim;0;joystick (8-way);preliminary;1;raster;;;;1
aceattac;Ace Attacker (FD1094 317-0059);MAME (Advance);;1988;Sega;Sports / Volleyball;2P sim;270;pedal,joystick (analog),positional,trackball;good;1;raster;;;;1
acedrvrw;Ace Driver: Racing Evolution (Rev. AD2);MAME (Advance);;1994;Namco;Driving / Race 1st Person;1P;0;joystick (vertical2-way),paddle,pedal;imperfect;1;raster;;;;4
victlapw;Ace Driver: Victory Lap (Rev. ADV2);MAME (Advance);;1996;Namco;Driving / Race (chase view);1P;0;joystick (vertical2-way),paddle,pedal;imperfect;1;raster;;;;4
acrobatm;Acrobat Mission;MAME (Advance);;1991;UPL (Taito license);Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;3
dogfgt;Acrobatic Dog-Fight;MAME (Advance);;1984;Technos Japan;Shooter / Flying;2P alt;0;joystick (8-way);good;1;raster;;;;3
actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 2);MAME (Advance);;1989;Data East Corporation;Platform / Shooter Scrolling;2P alt;0;joystick (8-way);good;1;raster;;;;2
afighter;Action Fighter (FD1089A 317-0018);MAME (Advance);;1986;Sega;Shooter / Misc. Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;3
actionhw;Action Hollywood;MAME (Advance);;1995;TCH;Maze;2P sim;0;joystick (8-way);imperfect;1;raster;;;;3
hatena;Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228);MAME (Advance);;1990;Capcom;Quiz / Japanese;2P sim;0;;good;1;raster;;;;4
cworld2j;Adventure Quiz Capcom World 2 (Japan 920611);MAME (Advance);;1992;Capcom;Quiz / Japanese;2P sim;0;;good;1;raster;;;;4
robby;The Adventures of Robby Roto!;MAME (Advance);;1981;Dave Nutting Associates / Bally Midway;Maze / Digging;2P alt;0;joystick (4-way);good;1;raster;;;;1
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);MAME (Advance);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;aerofgt;;;2
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);MAME (Advance);aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;aerofgt;;;2
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);MAME (Advance);;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;2
aerfboot;Aero Fighters (bootleg set 1);MAME (Advance);aerofgt;1992;bootleg;Shooter / Flying Vertical;2P sim;270;joystick (8-way);imperfect;1;raster;aerofgt;;;2
sonicwi2;Aero Fighters 2 / Sonic Wings 2;MAME (Advance);;1994;Video System Co.;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
sonicwi3;Aero Fighters 3 / Sonic Wings 3;MAME (Advance);;1995;Video System Co.;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
aeroboto;Aeroboto;MAME (Advance);formatz;1984;Jaleco (Williams license);Shooter / Misc. Horizontal;2P alt;0;joystick (8-way);imperfect;1;raster;formatz;;;2
aburner;After Burner;MAME (Advance);aburner2;1987;Sega;Shooter / Flying (chase view);1P;0;joystick (analog);good;1;raster;aburner2;;;2
aburner2;After Burner II;MAME (Advance);;1987;Sega;Shooter / Flying (chase view);1P;0;joystick (analog);good;1;raster;;;;2
superbon;Agent Super Bond (Super Cobra conversion);MAME (Advance);;1985;Signatron USA;Maze / Shooter Small;2P alt;90;joystick (8-way);preliminary;1;raster;;;;2
aodk;Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku (ADM-008)(ADH-008);MAME (Advance);;1994;ADK / SNK;Fighter / Versus;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
agressb;Agress - Missile Daisenryaku (English bootleg);MAME (Advance);agress;2003;bootleg;Puzzle / Sliding;2P sim;0;joystick (8-way);good;1;raster;agress;;;4
agress;Agress - Missile Daisenryaku (Japan);MAME (Advance);;1991;Palco;Puzzle / Sliding;2P sim;0;joystick (8-way);good;1;raster;;;;4
koshien;Ah Eikou no Koshien (Japan);MAME (Advance);;1990;Taito Corporation;Sports / Baseball;2P sim;0;joystick (8-way);good;1;raster;;;;3
airattck;Air Attack (set 1);MAME (Advance);;1996;Comad;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;2
airbustr;Air Buster: Trouble Specialty Raid Unit (World);MAME (Advance);;1990;Kaneko (Namco license);Shooter / Flying Horizontal;2P sim;0;joystick (8-way);good;1;raster;;;;2
aircombj;Air Combat (Japan);MAME (Advance);aircomb;1992;Namco;Shooter / Flying (chase view);1P;0;joystick (analog);preliminary;1;raster;aircomb;;;6
airco22b;Air Combat 22 (Rev. ACS1 Ver.B, Japan);MAME (Advance);;1995;Namco;Shooter / Flying (chase view);1P;0;pedal,joystick (analog);preliminary;1;raster;;;;2
airduel;Air Duel (Japan);MAME (Advance);;1990;Irem;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;4
agallet;Air Gallet (Europe);MAME (Advance);;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;3
ainferno;Air Inferno (US);MAME (Advance);;1990;Taito America Corporation;Shooter / Flying 1st Person;1P;0;joystick (analog);preliminary;1;raster;;;;6
airraid;Air Raid (encrypted);MAME (Advance);cshooter;1987;Seibu Kaihatsu;Shooter / Flying Vertical;???;270;joystick (8-way);preliminary;1;raster;cshooter;;;2
arescue;Air Rescue (US);MAME (Advance);;1992;Sega;Shooter / Flying 1st Person;1P;0;joystick (analog);imperfect;2;raster;;;;2
airwolf;Airwolf;MAME (Advance);;1987;Kyugo;Shooter / Flying Horizontal;2P alt;0;joystick (8-way);good;1;raster;;;;2
ajax;Ajax;MAME (Advance);;1987;Konami;Shooter / Flying Vertical;2P alt;90;joystick (8-way);good;1;raster;;;;3
ajaxj;Ajax (Japan);MAME (Advance);ajax;1987;Konami;Shooter / Flying Vertical;2P alt;90;joystick (8-way);good;1;raster;ajax;;;3
akkanvdr;Akkanbeder (Ver 2.5J 1995/06/14);MAME (Advance);spcinv95;1995;Taito Corporation;Shooter / Gallery;2P sim;270;joystick (8-way),dial;good;1;raster;spcinv95;;;4
alcon;Alcon (US);MAME (Advance);;1986;Toaplan / Taito America Corp.;Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;2
alexkidd;Alex Kidd: The Lost Stars (set 2, unprotected);MAME (Advance);;1986;Sega;Platform / Run Jump Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
alibaba;Ali Baba and 40 Thieves;MAME (Advance);;1982;Sega;Maze;2P alt;90;joystick (4-way);preliminary;1;raster;;;;1
alienar;Alien Arena;MAME (Advance);;1985;Duncan Brown;Maze;2P sim;0;joystick (8-way);good;1;raster;;;;2
alienaru;Alien Arena (Stargate upgrade);MAME (Advance);alienar;1985;Duncan Brown;Maze;2P sim;0;joystick (8-way);good;1;raster;alienar;;;2
acommand;Alien Command;MAME (Advance);;1994;Jaleco;Electromechanical / Misc.;???;0;;preliminary;1;raster;;;mechanical;1
alieninv;Alien Invasion;MAME (Advance);invaders;19??;bootleg (Margamatics);Shooter / Gallery;2P alt;270;joystick (2-way);good;1;raster;invaders;;;1
astormj;Alien Storm (Japan, 2 Players) (FD1094 317-0146);MAME (Advance);astorm;1990;Sega;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;astorm;;;3
astormu;Alien Storm (US, 3 Players) (FD1094 317-0147);MAME (Advance);astorm;1990;Sega;Platform / Shooter Scrolling;3P sim;0;joystick (8-way);good;1;raster;astorm;;;3
astorm;Alien Storm (World, 2 Players) (FD1094 317-0154);MAME (Advance);;1990;Sega;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
astorm3;Alien Storm (World, 3 Players) (FD1094 317-0148);MAME (Advance);astorm;1990;Sega;Platform / Shooter Scrolling;3P sim;0;joystick (8-way);good;1;raster;astorm;;;3
astormbl;Alien Storm (bootleg, set 1);MAME (Advance);astorm;1990;bootleg;Platform / Shooter Scrolling;3P sim;0;joystick (8-way);imperfect;1;raster;astorm;;;3
aliensyn;Alien Syndrome (set 4, System 16B, unprotected);MAME (Advance);;1987;Sega;Maze / Shooter Large;2P sim;0;joystick (8-way);good;1;raster;;;;3
avspa;Alien vs. Predator (Asia 940520);MAME (Advance);avsp;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;avsp;;;3
avsp;Alien vs. Predator (Euro 940520);MAME (Advance);;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;;;;3
avsph;Alien vs. Predator (Hispanic 940520);MAME (Advance);avsp;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;avsp;;;3
avspj;Alien vs. Predator (Japan 940520);MAME (Advance);avsp;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;avsp;;;3
avspu;Alien vs. Predator (USA 940520);MAME (Advance);avsp;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;avsp;;;3
alien3u;Alien3: The Gun (US);MAME (Advance);alien3;1993;Sega;Shooter / Gun;2P sim;0;joystick (analog);imperfect;1;raster;alien3;;;2
alien3;Alien3: The Gun (World);MAME (Advance);;1993;Sega;Shooter / Gun;2P sim;0;joystick (analog);imperfect;1;raster;;;;2
aliensj;Aliens (Japan set 1);MAME (Advance);aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliensj2;Aliens (Japan set 2);MAME (Advance);aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliensu;Aliens (US);MAME (Advance);aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliens;Aliens (World set 1);MAME (Advance);;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;2
aliens2;Aliens (World set 2);MAME (Advance);aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliens3;Aliens (World set 3);MAME (Advance);aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aafbb;All American Football (rev B);MAME (Advance);aafb;1989;Leland Corp.;Sports / Amer. Football;4P sim;270;joystick (8-way),joystick (analog);preliminary;1;raster;aafb;;;1
aafbc;All American Football (rev C);MAME (Advance);aafb;1989;Leland Corp.;Sports / Amer. Football;4P sim;270;joystick (8-way),joystick (analog);good;1;raster;aafb;;;1
aafbd2p;All American Football (rev D, 2 Players);MAME (Advance);aafb;1989;Leland Corp.;Sports / Amer. Football;2P sim;270;joystick (8-way),joystick (analog);good;1;raster;aafb;;;1
aafb;All American Football (rev E);MAME (Advance);;1989;Leland Corp.;Sports / Amer. Football;4P sim;270;joystick (8-way),joystick (analog);good;1;raster;;;;1
alleymas;Alley Master;MAME (Advance);;1986;Cinematronics;Sports / Bowling;2P alt;270;joystick (analog);good;1;raster;;;;2
aligator;Alligator Hunt;MAME (Advance);;1994;Gaelco;Shooter / 3rd Person;2P sim;0;joystick (8-way);preliminary;1;raster;;;;3
alphaho;Alpha Fighter / Head On;MAME (Advance);;19??;Data East Corporation;Multiplay / Compilation;2P alt;270;joystick (4-way);preliminary;1;raster;;;;2
alphamis;Alpha Mission;MAME (Advance);aso;1985;SNK;Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;aso;;;3
alpham2;Alpha Mission II / ASO II - Last Guardian (NGM-007)(NGH-007);MAME (Advance);;1991;SNK;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
alphaone;Alpha One (prototype, 3 lives);MAME (Advance);mhavoc;1983;Atari;Shooter / Misc.;1P;0;dial;good;1;vector;mhavoc;;;1
alphaxz;The Alphax Z (Japan);MAME (Advance);m660;1986;Ed Co. Ltd. (Wood Place Inc. license);Shooter / Flying Vertical;2P alt;90;joystick (8-way);good;1;raster;m660;;;2
alpinerc;Alpine Racer (Rev. AR2 Ver.C);MAME (Advance);alpinerd;1994;Namco;Sports / Skiing;1P;0;joystick (2-way),joystick (analog);imperfect;1;raster;alpinerd;;;
alpinerd;Alpine Racer (Rev. AR2 Ver.D);MAME (Advance);;1994;Namco;Sports / Skiing;1P;0;joystick (2-way),joystick (analog);imperfect;1;raster;;;;
alpinr2b;Alpine Racer 2 (Rev. ARS2 Ver.B);MAME (Advance);;1996;Namco;Sports / Skiing;1P;0;joystick (2-way),joystick (analog);imperfect;1;raster;;;;
alpine;Alpine Ski (set 1);MAME (Advance);;1982;Taito Corporation;Sports / Skiing;2P alt;270;joystick (2-way);good;1;raster;;;;1
alpinea;Alpine Ski (set 2);MAME (Advance);alpine;1982;Taito Corporation;Sports / Skiing;2P alt;270;joystick (2-way);good;1;raster;alpine;;;1
alpinesa;Alpine Surfer (Rev. AF2 Ver.A);MAME (Advance);;1996;Namco;Sports / Skiing;1P;0;joystick (2-way),joystick (analog);preliminary;1;raster;;;;
altbeast;Altered Beast (set 8) (8751 317-0078);MAME (Advance);;1988;Sega;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
mrflea;The Amazing Adventures of Mr. F. Lea;MAME (Advance);;1982;Pacific Novelty;Platform / Run Jump;2P alt;270;joystick (4-way);good;1;raster;;;;1
maze;Amazing Maze;MAME (Advance);;1976;Midway;Maze;2P sim;0;joystick (8-way);good;1;raster;;;;
ambush;Ambush;MAME (Advance);;1983;Tecfri;Shooter / Flying (chase view);2P alt;0;joystick (8-way);good;1;raster;;;;2
ambushv;Ambush (Volt Electronics);MAME (Advance);ambush;1983;Tecfri (Volt Electronics license);Shooter / Flying (chase view);2P alt;0;joystick (8-way);good;1;raster;ambush;;;2
amerdart;AmeriDarts (set 1);MAME (Advance);;1989;Ameri;Sports / Darts;4P alt;0;trackball;good;1;raster;;;;1
horshoes;American Horseshoes (US);MAME (Advance);;1990;Taito America Corporation;Sports / Horseshoes;4P alt;270;trackball;good;1;raster;;;;2
ampoker2;American Poker II;MAME (Advance);;1990;Novomatic;Casino / Cards;1P;0;gambling;good;1;raster;;;;
amspdwy;American Speedway (set 1);MAME (Advance);;1987;Enerdyne Technologies Inc.;Driving / Race Track;2P sim;0;dial;good;1;raster;;;;1
amspdwya;American Speedway (set 2);MAME (Advance);amspdwy;1987;Enerdyne Technologies Inc.;Driving / Race Track;2P sim;0;dial;good;1;raster;amspdwy;;;1
amidar;Amidar;MAME (Advance);;1982;Konami;Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;;;;1
amidaro;Amidar (Olympia);MAME (Advance);amidar;1982;Konami (Olympia license);Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;amidar;;;1
amidars;Amidar (Scramble hardware);MAME (Advance);amidar;1982;Konami;Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;amidar;;;1
amidaru;Amidar (Stern Electronics);MAME (Advance);amidar;1982;Konami (Stern Electronics license);Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;amidar;;;1
amidarb;Amidar (bootleg);MAME (Advance);amidar;1982;bootleg;Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;amidar;;;1
amigo;Amigo;MAME (Advance);amidar;1982;bootleg;Maze / Outline;2P alt;90;joystick (4-way);good;1;raster;amidar;;;1
androdun;Andro Dunos (NGM-049)(NGH-049);MAME (Advance);;1992;Visco;Shooter / Flying Horizontal;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
andromed;Andromeda (Japan?);MAME (Advance);;1979;IPM;Shooter / Gallery;???;270;joystick (2-way);preliminary;1;raster;;;;1
angelkds;Angel Kids (Japan);MAME (Advance);;1988;Sega / Nasco?;Climbing;2P alt;90;double joystick;good;1;raster;;;;
anteater;Anteater;MAME (Advance);;1982;Tago Electronics;Maze;2P alt;90;joystick (4-way);good;1;raster;;;;1
apache3;Apache 3;MAME (Advance);;1988;Tatsumi;Shooter / Flying (chase view);1P;0;joystick (analog);imperfect;1;raster;;;;3
aponow;Apocaljpse Now (bootleg of Rescue);MAME (Advance);rescue;1982;bootleg;Shooter / Flying;2P alt;90;double joystick;good;1;raster;rescue;;;1
apparel;Apparel Night (Japan 860929);MAME (Advance);;1986;Central Denshi;Tabletop / Mahjong * Mature *;1P;0;mahjong;good;1;raster;;;;
appoooh;Appoooh;MAME (Advance);;1984;Sanritsu / Sega;Sports / Wrestling;2P alt;0;joystick (8-way);good;1;raster;;;;3
aquajack;Aqua Jack (World);MAME (Advance);;1990;Taito Corporation Japan;Shooter / Driving (chase view);1P;0;joystick (8-way),dial;imperfect;1;raster;;;;4
aquarush;Aqua Rush (Japan, AQ1/VER.A1);MAME (Advance);;1999;Namco;Puzzle / Misc.;2P sim;0;joystick (8-way);imperfect;1;raster;;;;6
aquarium;Aquarium (Japan);MAME (Advance);;1996;Excellent System;Puzzle / Drop;2P sim;0;joystick (8-way);good;1;raster;;;;2
arabian;Arabian;MAME (Advance);;1983;Sun Electronics;Platform / Run Jump;2P alt;270;joystick (8-way);good;1;raster;;;;1
arabiana;Arabian (Atari);MAME (Advance);arabian;1983;Sun Electronics (Atari license);Platform / Run Jump;2P alt;270;joystick (8-way);good;1;raster;arabian;;;1
arabfgtj;Arabian Fight (Japan);MAME (Advance);arabfgt;1991;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way);imperfect;1;raster;arabfgt;;;2
arabfgtu;Arabian Fight (US);MAME (Advance);arabfgt;1991;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way);imperfect;1;raster;arabfgt;;;2
arabfgt;Arabian Fight (World);MAME (Advance);;1991;Sega;Fighter / 2.5D;4P sim;0;joystick (8-way);imperfect;1;raster;;;;2
