#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
Battalion Commander (USA);Battalion Commander (USA);Atari 800;;;;;;;;;;;;;;
Battle Of Britain (USA);Battle Of Britain (USA);Atari 800;;;;;;;;;;;;;;
Battle Ships (Poland) (Side A);Battle Ships (Poland) (Side A);Atari 800;;;;;;;;;;;;;;
BattleZone (USA);BattleZone (USA);Atari 800;;;;;;;;;;;;;;
Beach Head (USA);Beach Head (USA);Atari 800;;;;;;;;;;;;;;
Beach Head II - The Dictator Strikes Back (USA);Beach Head II - The Dictator Strikes Back (USA);Atari 800;;;;;;;;;;;;;;
Beamrider (USA);Beamrider (USA);Atari 800;;;;;;;;;;;;;;
Beer Belly Burt's Brew Biz (Europe);Beer Belly Burt's Brew Biz (Europe);Atari 800;;;;;;;;;;;;;;
Berzerk (USA) (Proto);Berzerk (USA) (Proto);Atari 800;;;;;;;;;;;;;;
Beyond Castle Wolfenstein (USA);Beyond Castle Wolfenstein (USA);Atari 800;;;;;;;;;;;;;;
Black Lamp (Europe);Black Lamp (Europe);Atari 800;;;;;;;;;;;;;;
Blackjack (USA) (Side B);Blackjack (USA) (Side B);Atari 800;;;;;;;;;;;;;;
Blade of Blackpoole, The (USA) (Side A);Blade of Blackpoole, The (USA) (Side A);Atari 800;;;;;;;;;;;;;;
Blade of Blackpoole, The (USA) (Side B);Blade of Blackpoole, The (USA) (Side B);Atari 800;;;;;;;;;;;;;;
Blinky's Scary School (Europe);Blinky's Scary School (Europe);Atari 800;;;;;;;;;;;;;;
Blue Max (USA);Blue Max (USA);Atari 800;;;;;;;;;;;;;;
Blue Max 2001 (USA);Blue Max 2001 (USA);Atari 800;;;;;;;;;;;;;;
Blue Thunder (Europe);Blue Thunder (Europe);Atari 800;;;;;;;;;;;;;;
Blueprint (USA);Blueprint (USA);Atari 800;;;;;;;;;;;;;;
Bomb Fusion (USA);Bomb Fusion (USA);Atari 800;;;;;;;;;;;;;;
Bomb Jack (Poland) (Unl);Bomb Jack (Poland) (Unl);Atari 800;;;;;;;;;;;;;;
Bombastic! (Europe);Bombastic! (Europe);Atari 800;;;;;;;;;;;;;;
Bomber Attack (USA);Bomber Attack (USA);Atari 800;;;;;;;;;;;;;;
Bop'N Wrestle (USA) (Side B);Bop'N Wrestle (USA) (Side B);Atari 800;;;;;;;;;;;;;;
Boulder Dash (USA);Boulder Dash (USA);Atari 800;;;;;;;;;;;;;;
Boulder Dash Construction Kit (USA);Boulder Dash Construction Kit (USA);Atari 800;;;;;;;;;;;;;;
Boulder Dash II (USA);Boulder Dash II (USA);Atari 800;;;;;;;;;;;;;;
Bounty Bob Strikes Back! (Netherlands);Bounty Bob Strikes Back! (Netherlands);Atari 800;;;;;;;;;;;;;;
Brain Strainers (USA);Brain Strainers (USA);Atari 800;;;;;;;;;;;;;;
Brian Clough's Football Fortunes (Europe);Brian Clough's Football Fortunes (Europe);Atari 800;;;;;;;;;;;;;;
Bristles (USA);Bristles (USA);Atari 800;;;;;;;;;;;;;;
Broadsides (USA);Broadsides (USA);Atari 800;;;;;;;;;;;;;;
Bruce Lee (USA);Bruce Lee (USA);Atari 800;;;;;;;;;;;;;;
Bubble Trouble (Europe);Bubble Trouble (Europe);Atari 800;;;;;;;;;;;;;;
Bug Hunt (USA);Bug Hunt (USA);Atari 800;;;;;;;;;;;;;;
Canyon Climber (USA);Canyon Climber (USA);Atari 800;;;;;;;;;;;;;;
Captain Beeble (Canada);Captain Beeble (Canada);Atari 800;;;;;;;;;;;;;;
Captain Cosmo (USA);Captain Cosmo (USA);Atari 800;;;;;;;;;;;;;;
Capture the Flag (ANALOG Computing) (USA);Capture the Flag (ANALOG Computing) (USA);Atari 800;;;;;;;;;;;;;;
Capture the Flag (Sirius Software) (USA);Capture the Flag (Sirius Software) (USA);Atari 800;;;;;;;;;;;;;;
Carnival Massacre (Europe);Carnival Massacre (Europe);Atari 800;;;;;;;;;;;;;;
Castle Assault (Europe);Castle Assault (Europe);Atari 800;;;;;;;;;;;;;;
Castle Wolfenstein (USA);Castle Wolfenstein (USA);Atari 800;;;;;;;;;;;;;;
Cavelord (Europe);Cavelord (Europe);Atari 800;;;;;;;;;;;;;;
Caveman (Poland);Caveman (Poland);Atari 800;;;;;;;;;;;;;;
Cavernia (Europe);Cavernia (Europe);Atari 800;;;;;;;;;;;;;;
Caverns of Eriban (Europe);Caverns of Eriban (Europe);Atari 800;;;;;;;;;;;;;;
Caverns of Mars (USA);Caverns of Mars (USA);Atari 800;;;;;;;;;;;;;;
Caverns of Mars II (USA) (Unl);Caverns of Mars II (USA) (Unl);Atari 800;;;;;;;;;;;;;;
Centipede (USA);Centipede (USA);Atari 800;;;;;;;;;;;;;;
Championship Golf (USA);Championship Golf (USA);Atari 800;;;;;;;;;;;;;;
Championship Lode Runner (USA);Championship Lode Runner (USA);Atari 800;;;;;;;;;;;;;;
Checker King (USA);Checker King (USA);Atari 800;;;;;;;;;;;;;;
Checkers (Silicon Valley Systems) (USA);Checkers (Silicon Valley Systems) (USA);Atari 800;;;;;;;;;;;;;;
Chess (USA);Chess (USA);Atari 800;;;;;;;;;;;;;;
Chimera (Europe);Chimera (Europe);Atari 800;;;;;;;;;;;;;;
Choplifter! (Atari) (USA);Choplifter! (Atari) (USA);Atari 800;;;;;;;;;;;;;;
Choplifter! (Broderbund) (USA);Choplifter! (Broderbund) (USA);Atari 800;;;;;;;;;;;;;;
Chopper Rescue (USA);Chopper Rescue (USA);Atari 800;;;;;;;;;;;;;;
Chuckie Egg (Europe);Chuckie Egg (Europe);Atari 800;;;;;;;;;;;;;;
Claim Jumper (USA);Claim Jumper (USA);Atari 800;;;;;;;;;;;;;;
Cohen's Towers (USA);Cohen's Towers (USA);Atari 800;;;;;;;;;;;;;;
Collapse (Europe);Collapse (Europe);Atari 800;;;;;;;;;;;;;;
Colony (Europe);Colony (Europe);Atari 800;;;;;;;;;;;;;;
Colony 7 (Europe);Colony 7 (Europe);Atari 800;;;;;;;;;;;;;;
Combat Chess (USA);Combat Chess (USA);Atari 800;;;;;;;;;;;;;;
Combat Leader (USA);Combat Leader (USA);Atari 800;;;;;;;;;;;;;;
Comet Game, The (Europe);Comet Game, The (Europe);Atari 800;;;;;;;;;;;;;;
Computer Chess (USA);Computer Chess (USA);Atari 800;;;;;;;;;;;;;;
Computer War (Europe);Computer War (Europe);Atari 800;;;;;;;;;;;;;;
Conflict in Vietnam (Europe);Conflict in Vietnam (Europe);Atari 800;;;;;;;;;;;;;;
Congo Bongo (USA);Congo Bongo (USA);Atari 800;;;;;;;;;;;;;;
Cops 'N' Robbers (Europe);Cops 'N' Robbers (Europe);Atari 800;;;;;;;;;;;;;;
Cosmic Pirate (Europe);Cosmic Pirate (Europe);Atari 800;;;;;;;;;;;;;;
Cosmic Zap (Europe);Cosmic Zap (Europe);Atari 800;;;;;;;;;;;;;;
Countdown (USA);Countdown (USA);Atari 800;;;;;;;;;;;;;;
CounterMeasure (USA);CounterMeasure (USA);Atari 800;;;;;;;;;;;;;;
Crack-Up! (Europe);Crack-Up! (Europe);Atari 800;;;;;;;;;;;;;;
Cribbage (APX) (USA);Cribbage (APX) (USA);Atari 800;;;;;;;;;;;;;;
Cribbage (THESIS) (USA);Cribbage (THESIS) (USA);Atari 800;;;;;;;;;;;;;;
Crime Buster (USA);Crime Buster (USA);Atari 800;;;;;;;;;;;;;;
Crossbow (USA);Crossbow (USA);Atari 800;;;;;;;;;;;;;;
Crossfire (USA);Crossfire (USA);Atari 800;;;;;;;;;;;;;;
Crystal Castles (USA);Crystal Castles (USA);Atari 800;;;;;;;;;;;;;;
Cube (Germany);Cube (Germany);Atari 800;;;;;;;;;;;;;;
Curse, The (Poland);Curse, The (Poland);Atari 800;;;;;;;;;;;;;;
Cuthbert Goes Walkabout (Europe);Cuthbert Goes Walkabout (Europe);Atari 800;;;;;;;;;;;;;;
Cutthroats (USA) (Disk 1);Cutthroats (USA) (Disk 1);Atari 800;;;;;;;;;;;;;;
Cutthroats (USA) (Disk 2);Cutthroats (USA) (Disk 2);Atari 800;;;;;;;;;;;;;;
Dandy (USA);Dandy (USA);Atari 800;;;;;;;;;;;;;;
Danger Ranger (Europe);Danger Ranger (Europe);Atari 800;;;;;;;;;;;;;;
Dark Chambers (USA);Dark Chambers (USA);Atari 800;;;;;;;;;;;;;;
Dark Star (Germany) (Unl);Dark Star (Germany) (Unl);Atari 800;;;;;;;;;;;;;;
Darts (USA);Darts (USA);Atari 800;;;;;;;;;;;;;;
David's Midnight Magic (USA);David's Midnight Magic (USA);Atari 800;;;;;;;;;;;;;;
Day at the Races, A (Europe);Day at the Races, A (Europe);Atari 800;;;;;;;;;;;;;;
Deadline (USA) (Disk 1);Deadline (USA) (Disk 1);Atari 800;;;;;;;;;;;;;;
Deadline (USA) (Disk 2);Deadline (USA) (Disk 2);Atari 800;;;;;;;;;;;;;;
Death Race (Europe);Death Race (Europe);Atari 800;;;;;;;;;;;;;;
Defender (USA);Defender (USA);Atari 800;;;;;;;;;;;;;;
Deluxe Invaders (USA);Deluxe Invaders (USA);Atari 800;;;;;;;;;;;;;;
Demon (Poland) (Unl);Demon (Poland) (Unl);Atari 800;;;;;;;;;;;;;;
Demon Attack (USA);Demon Attack (USA);Atari 800;;;;;;;;;;;;;;
Desert Falcon (USA);Desert Falcon (USA);Atari 800;;;;;;;;;;;;;;
Diamond Mine (Europe);Diamond Mine (Europe);Atari 800;;;;;;;;;;;;;;
Dig Dug (USA);Dig Dug (USA);Atari 800;;;;;;;;;;;;;;
Dimension X (USA);Dimension X (USA);Atari 800;;;;;;;;;;;;;;
Dizzy Dice (Europe);Dizzy Dice (Europe);Atari 800;;;;;;;;;;;;;;
Donkey Kong (USA);Donkey Kong (USA);Atari 800;;;;;;;;;;;;;;
Donkey Kong Junior (USA);Donkey Kong Junior (USA);Atari 800;;;;;;;;;;;;;;
Draconus (Europe);Draconus (Europe);Atari 800;;;;;;;;;;;;;;
Dragon's Lair (Germany) (Unl);Dragon's Lair (Germany) (Unl);Atari 800;;;;;;;;;;;;;;
Dragonriders of Pern, The (USA);Dragonriders of Pern, The (USA);Atari 800;;;;;;;;;;;;;;
Dreadnaught Factor, The (USA);Dreadnaught Factor, The (USA);Atari 800;;;;;;;;;;;;;;
Drelbs (USA);Drelbs (USA);Atari 800;;;;;;;;;;;;;;
Drol (USA);Drol (USA);Atari 800;;;;;;;;;;;;;;
Dropzone (Europe);Dropzone (Europe);Atari 800;;;;;;;;;;;;;;
Druid (Europe);Druid (Europe);Atari 800;;;;;;;;;;;;;;
Eagles (USA);Eagles (USA);Atari 800;;;;;;;;;;;;;;
Eidolon, The (USA);Eidolon, The (USA);Atari 800;;;;;;;;;;;;;;
Eliminator (USA);Eliminator (USA);Atari 800;;;;;;;;;;;;;;
Embargo (USA);Embargo (USA);Atari 800;;;;;;;;;;;;;;
Emerald Isle (Europe);Emerald Isle (Europe);Atari 800;;;;;;;;;;;;;;
Epidemic! (USA);Epidemic! (USA);Atari 800;;;;;;;;;;;;;;
Espial (USA);Espial (USA);Atari 800;;;;;;;;;;;;;;
Eureka! (Poland);Eureka! (Poland);Atari 800;;;;;;;;;;;;;;
Evolution (Canada);Evolution (Canada);Atari 800;;;;;;;;;;;;;;
Excalibur (USA);Excalibur (USA);Atari 800;;;;;;;;;;;;;;
Exploding Wall (Europe);Exploding Wall (Europe);Atari 800;;;;;;;;;;;;;;
Exterminator, The (USA) (Unl);Exterminator, The (USA) (Unl);Atari 800;;;;;;;;;;;;;;
F-15 Strike Eagle (USA);F-15 Strike Eagle (USA);Atari 800;;;;;;;;;;;;;;
FaceMaker (USA);FaceMaker (USA);Atari 800;;;;;;;;;;;;;;
Factor Blast (USA);Factor Blast (USA);Atari 800;;;;;;;;;;;;;;
Factory, The (USA);Factory, The (USA);Atari 800;;;;;;;;;;;;;;
Falcon (Germany) (Unl);Falcon (Germany) (Unl);Atari 800;;;;;;;;;;;;;;
Fantastic Voyage (USA);Fantastic Voyage (USA);Atari 800;;;;;;;;;;;;;;
Fast Eddie (USA);Fast Eddie (USA);Atari 800;;;;;;;;;;;;;;
Field of Fire (USA) (Side A);Field of Fire (USA) (Side A);Atari 800;;;;;;;;;;;;;;
Field of Fire (USA) (Side B);Field of Fire (USA) (Side B);Atari 800;;;;;;;;;;;;;;
Fight Night (USA) (Side A);Fight Night (USA) (Side A);Atari 800;;;;;;;;;;;;;;
Fighter Pilot (Digital Integration) (Europe);Fighter Pilot (Digital Integration) (Europe);Atari 800;;;;;;;;;;;;;;
Fire One! (USA);Fire One! (USA);Atari 800;;;;;;;;;;;;;;
Flak (USA);Flak (USA);Atari 800;;;;;;;;;;;;;;
Flappy (Czech Republic);Flappy (Czech Republic);Atari 800;;;;;;;;;;;;;;
Flip and Flop (USA);Flip and Flop (USA);Atari 800;;;;;;;;;;;;;;
Food Fight (USA);Food Fight (USA);Atari 800;;;;;;;;;;;;;;
Footballer of the Year (Europe);Footballer of the Year (Europe);Atari 800;;;;;;;;;;;;;;
Forbidden Forest (USA);Forbidden Forest (USA);Atari 800;;;;;;;;;;;;;;
Fort Apocalypse (USA);Fort Apocalypse (USA);Atari 800;;;;;;;;;;;;;;
Fortress (USA);Fortress (USA);Atari 800;;;;;;;;;;;;;;
Fortress Underground (Germany);Fortress Underground (Germany);Atari 800;;;;;;;;;;;;;;
Fred (Poland);Fred (Poland);Atari 800;;;;;;;;;;;;;;
Frogger (Sierra On-Line) (USA);Frogger (Sierra On-Line) (USA);Atari 800;;;;;;;;;;;;;;
Fruit Machine Simulator (Europe);Fruit Machine Simulator (Europe);Atari 800;;;;;;;;;;;;;;
Galaxian (Poland) (Unl);Galaxian (Poland) (Unl);Atari 800;;;;;;;;;;;;;;
Galaxian (USA);Galaxian (USA);Atari 800;;;;;;;;;;;;;;
Galaxy (USA);Galaxy (USA);Atari 800;;;;;;;;;;;;;;
Gateway to Apshai (USA);Gateway to Apshai (USA);Atari 800;;;;;;;;;;;;;;
Gauntlet (Europe) (Side A);Gauntlet (Europe) (Side A);Atari 800;;;;;;;;;;;;;;
Gemstone Warrior (USA);Gemstone Warrior (USA);Atari 800;;;;;;;;;;;;;;
Genesis (USA);Genesis (USA);Atari 800;;;;;;;;;;;;;;
Getaway! (USA);Getaway! (USA);Atari 800;;;;;;;;;;;;;;
Ghost Chaser (USA);Ghost Chaser (USA);Atari 800;;;;;;;;;;;;;;
Ghostbusters (USA);Ghostbusters (USA);Atari 800;;;;;;;;;;;;;;
Gladiator (USA);Gladiator (USA);Atari 800;;;;;;;;;;;;;;
Global War (Europe);Global War (Europe);Atari 800;;;;;;;;;;;;;;
Gnome Ranger (Europe);Gnome Ranger (Europe);Atari 800;;;;;;;;;;;;;;
Golf Challenge (USA);Golf Challenge (USA);Atari 800;;;;;;;;;;;;;;
Golf Championship (USA) (Side A);Golf Championship (USA) (Side A);Atari 800;;;;;;;;;;;;;;
Golf Championship (USA) (Side B);Golf Championship (USA) (Side B);Atari 800;;;;;;;;;;;;;;
Golf Master (USA);Golf Master (USA);Atari 800;;;;;;;;;;;;;;
Gomoku (USA);Gomoku (USA);Atari 800;;;;;;;;;;;;;;
Goonies, The (USA);Goonies, The (USA);Atari 800;;;;;;;;;;;;;;
Gorf (USA);Gorf (USA);Atari 800;;;;;;;;;;;;;;
Grand Prix Simulator (Europe);Grand Prix Simulator (Europe);Atari 800;;;;;;;;;;;;;;
Great American Cross Country Road Race, The (USA);Great American Cross Country Road Race, The (USA);Atari 800;;;;;;;;;;;;;;
Green Beret (Europe);Green Beret (Europe);Atari 800;;;;;;;;;;;;;;
Gremlins (USA);Gremlins (USA);Atari 800;;;;;;;;;;;;;;
Gridrunner (USA);Gridrunner (USA);Atari 800;;;;;;;;;;;;;;
Gun Boat (USA);Gun Boat (USA);Atari 800;;;;;;;;;;;;;;
Gunfight (USA);Gunfight (USA);Atari 800;;;;;;;;;;;;;;
Gyruss (USA);Gyruss (USA);Atari 800;;;;;;;;;;;;;;
H.E.R.O. (USA);H.E.R.O. (USA);Atari 800;;;;;;;;;;;;;;
Hacker (USA);Hacker (USA);Atari 800;;;;;;;;;;;;;;
Hangman (USA);Hangman (USA);Atari 800;;;;;;;;;;;;;;
Hard Hat Mack (USA);Hard Hat Mack (USA);Atari 800;;;;;;;;;;;;;;
HardBall (USA);HardBall (USA);Atari 800;;;;;;;;;;;;;;
Head over Heels (Europe);Head over Heels (Europe);Atari 800;;;;;;;;;;;;;;
Heavy Metal (Europe) (Unl);Heavy Metal (Europe) (Unl);Atari 800;;;;;;;;;;;;;;
Henry's House (Europe);Henry's House (Europe);Atari 800;;;;;;;;;;;;;;
Hijack! (Europe);Hijack! (Europe);Atari 800;;;;;;;;;;;;;;
Hobgoblin (Poland) (Unl);Hobgoblin (Poland) (Unl);Atari 800;;;;;;;;;;;;;;
Hockey (USA);Hockey (USA);Atari 800;;;;;;;;;;;;;;
Hollywood Hijinx (USA) (Side A);Hollywood Hijinx (USA) (Side A);Atari 800;;;;;;;;;;;;;;
Hollywood Hijinx (USA) (Side B);Hollywood Hijinx (USA) (Side B);Atari 800;;;;;;;;;;;;;;
House of Usher (Germany);House of Usher (Germany);Atari 800;;;;;;;;;;;;;;
Hover Bovver (Europe);Hover Bovver (Europe);Atari 800;;;;;;;;;;;;;;
Hunchback (Europe) (Proto);Hunchback (Europe) (Proto);Atari 800;;;;;;;;;;;;;;
Impact (USA);Impact (USA);Atari 800;;;;;;;;;;;;;;
Incoming! (USA) (Unl);Incoming! (USA) (Unl);Atari 800;;;;;;;;;;;;;;
Infidel (USA) (Disk 1);Infidel (USA) (Disk 1);Atari 800;;;;;;;;;;;;;;
Infidel (USA) (Disk 2);Infidel (USA) (Disk 2);Atari 800;;;;;;;;;;;;;;
Infiltrator (USA) (Side A);Infiltrator (USA) (Side A);Atari 800;;;;;;;;;;;;;;
Into the Eagle's Nest (USA);Into the Eagle's Nest (USA);Atari 800;;;;;;;;;;;;;;
Ixion (Europe) (Proto);Ixion (Europe) (Proto);Atari 800;;;;;;;;;;;;;;
James Bond 007 (USA);James Bond 007 (USA);Atari 800;;;;;;;;;;;;;;
Jawbreaker (USA);Jawbreaker (USA);Atari 800;;;;;;;;;;;;;;
Jet Boot Jack (Europe);Jet Boot Jack (Europe);Atari 800;;;;;;;;;;;;;;
Jet Set Willy (Europe);Jet Set Willy (Europe);Atari 800;;;;;;;;;;;;;;
Jinks (Europe);Jinks (Europe);Atari 800;;;;;;;;;;;;;;
Jinxter (USA) (Side A);Jinxter (USA) (Side A);Atari 800;;;;;;;;;;;;;;
Jinxter (USA) (Side B);Jinxter (USA) (Side B);Atari 800;;;;;;;;;;;;;;
Jocky Wilson's Darts Challenge (Europe);Jocky Wilson's Darts Challenge (Europe);Atari 800;;;;;;;;;;;;;;
Jocky Wilson's Darts Compedium (Europe);Jocky Wilson's Darts Compedium (Europe);Atari 800;;;;;;;;;;;;;;
Joe Blade (Europe);Joe Blade (Europe);Atari 800;;;;;;;;;;;;;;
Joust (USA);Joust (USA);Atari 800;;;;;;;;;;;;;;
Juice! (USA);Juice! (USA);Atari 800;;;;;;;;;;;;;;
Jump Jet (Europe);Jump Jet (Europe);Atari 800;;;;;;;;;;;;;;
Jumping Jack (Poland);Jumping Jack (Poland);Atari 800;;;;;;;;;;;;;;
Jumpman (USA);Jumpman (USA);Atari 800;;;;;;;;;;;;;;
Jumpman Junior (USA);Jumpman Junior (USA);Atari 800;;;;;;;;;;;;;;
Jungle Hunt (USA);Jungle Hunt (USA);Atari 800;;;;;;;;;;;;;;
Juno First (USA);Juno First (USA);Atari 800;;;;;;;;;;;;;;
Jupiter Mission 1999 (USA) (Disk 2);Jupiter Mission 1999 (USA) (Disk 2);Atari 800;;;;;;;;;;;;;;
Jupiter Mission 1999 (USA) (Disk 3);Jupiter Mission 1999 (USA) (Disk 3);Atari 800;;;;;;;;;;;;;;
Jupiter Mission 1999 (USA) (Disk 4);Jupiter Mission 1999 (USA) (Disk 4);Atari 800;;;;;;;;;;;;;;
Jurassic Park (USA);Jurassic Park (USA);Atari 800;;;;;;;;;;;;;;
Kaboom! (USA);Kaboom! (USA);Atari 800;;;;;;;;;;;;;;
Kamikaze (USA);Kamikaze (USA);Atari 800;;;;;;;;;;;;;;
Kangaroo (USA);Kangaroo (USA);Atari 800;;;;;;;;;;;;;;
Karateka (USA);Karateka (USA);Atari 800;;;;;;;;;;;;;;
Kennedy Approach (USA);Kennedy Approach (USA);Atari 800;;;;;;;;;;;;;;
Kenny Dalglish Soccer Manager (Europe);Kenny Dalglish Soccer Manager (Europe);Atari 800;;;;;;;;;;;;;;
Keystone Kapers (USA);Keystone Kapers (USA);Atari 800;;;;;;;;;;;;;;
Kick Off (Europe);Kick Off (Europe);Atari 800;;;;;;;;;;;;;;
Kikstart (USA);Kikstart (USA);Atari 800;;;;;;;;;;;;;;
King of the Ring (Europe);King of the Ring (Europe);Atari 800;;;;;;;;;;;;;;
Knight Orc (Europe);Knight Orc (Europe);Atari 800;;;;;;;;;;;;;;
Koronis Rift (USA);Koronis Rift (USA);Atari 800;;;;;;;;;;;;;;
Kult (Europe);Kult (Europe);Atari 800;;;;;;;;;;;;;;
Labyrinth (USA);Labyrinth (USA);Atari 800;;;;;;;;;;;;;;
Lancelot (Europe);Lancelot (Europe);Atari 800;;;;;;;;;;;;;;
Laser Gates (USA);Laser Gates (USA);Atari 800;;;;;;;;;;;;;;
Last Starfighter (USA) (Proto);Last Starfighter (USA) (Proto);Atari 800;;;;;;;;;;;;;;
Last V8, The (Europe);Last V8, The (Europe);Atari 800;;;;;;;;;;;;;;
Legionnaire (USA);Legionnaire (USA);Atari 800;;;;;;;;;;;;;;
Lemmings (Europe);Lemmings (Europe);Atari 800;;;;;;;;;;;;;;
