#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
abcopjd;A.B. Cop (Japan) (bootleg of FD1094 317-0169b set);Final Burn Alpha;abcop;1990;bootleg;Driving / Race (chase view);1P;0;paddle,pedal;good;1;raster;abcop;;;1
abcop;A.B. Cop (World) (FD1094 317-0169b);Final Burn Alpha;;1990;Sega;Driving / Race (chase view) Bike;1P;0;paddle,pedal;good;1;raster;;;;1
abcopd;A.B. Cop (World) (bootleg of FD1094 317-0169b set);Final Burn Alpha;abcop;1990;bootleg;Driving / Race (chase view);1P;0;paddle,pedal;good;1;raster;abcop;;;1
aso;ASO - Armored Scrum Object;Final Burn Alpha;;1985;SNK;Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;3
abscam;Abscam;Final Burn Alpha;puckman;1981;GL (US Billiards license);Maze;2P alt;90;joystick (4-way);good;1;raster;puckman;;;
aceattac;Ace Attacker (FD1094 317-0059);Final Burn Alpha;;1988;Sega;Sports / Volleyball;2P sim;270;pedal,joystick (analog),positional,trackball;good;1;raster;;;;1
aceattaca;Ace Attacker (Japan, System 16A, FD1094 317-0060);Final Burn Alpha;aceattac;1988;Sega;Sports / Volleyball;2P sim;270;pedal,joystick (analog),positional,trackball;good;1;raster;aceattac;;;1
acrobatm;Acrobat Mission;Final Burn Alpha;;1991;UPL (Taito license);Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;3
dogfgt;Acrobatic Dog-Fight;Final Burn Alpha;;1984;Technos Japan;Shooter / Flying;2P alt;0;joystick (8-way);good;1;raster;;;;3
dogfgtu;Acrobatic Dog-Fight (USA);Final Burn Alpha;dogfgt;1985;Technos Japan (Data East USA, Inc. license);Shooter / Flying;2P alt;0;joystick (8-way);good;1;raster;dogfgt;;;3
actfancrj;Act-Fancer Cybernetick Hyper Weapon (Japan revision 1);Final Burn Alpha;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;2P alt;0;joystick (8-way);good;1;raster;actfancr;;;2
actfancr1;Act-Fancer Cybernetick Hyper Weapon (World revision 1);Final Burn Alpha;actfancr;1989;Data East Corporation;Platform / Shooter Scrolling;2P alt;0;joystick (8-way);good;1;raster;actfancr;;;2
actfancr;Act-Fancer Cybernetick Hyper Weapon (World revision 2);Final Burn Alpha;;1989;Data East Corporation;Platform / Shooter Scrolling;2P alt;0;joystick (8-way);good;1;raster;;;;2
afighter;Action Fighter (FD1089A 317-0018);Final Burn Alpha;;1986;Sega;Shooter / Misc. Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;3
hatena;Adventure Quiz 2 - Hatena? no Daibouken (Japan 900228);Final Burn Alpha;;1990;Capcom;Quiz / Japanese;2P sim;0;;good;1;raster;;;;4
cworld2j;Adventure Quiz Capcom World 2 (Japan 920611);Final Burn Alpha;;1992;Capcom;Quiz / Japanese;2P sim;0;;good;1;raster;;;;4
cworld2ja;Adventure Quiz Capcom World 2 (Japan 920611, B-Board 90629B-3, no battery);Final Burn Alpha;cworld2j;1992;Capcom;Quiz / Japanese;2P sim;0;;good;1;raster;cworld2j;;;4
cworld2jb;Adventure Quiz Capcom World 2 (Japan 920611, B-Board 91634B-2);Final Burn Alpha;cworld2j;1992;Capcom;Quiz / Japanese;2P sim;0;;good;1;raster;cworld2j;;;4
aerofgtb;Aero Fighters (Taiwan / Japan, set 1);Final Burn Alpha;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;aerofgt;;;2
aerofgtc;Aero Fighters (Taiwan / Japan, set 2);Final Burn Alpha;aerofgt;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;aerofgt;;;2
aerofgt;Aero Fighters (World / USA + Canada / Korea / Hong Kong / Taiwan) (newer hardware);Final Burn Alpha;;1992;Video System Co.;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;2
sonicwi2;Aero Fighters 2 / Sonic Wings 2;Final Burn Alpha;;1994;Video System Co.;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
sonicwi3;Aero Fighters 3 / Sonic Wings 3;Final Burn Alpha;;1995;Video System Co.;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
aeroboto;Aeroboto;Final Burn Alpha;formatz;1984;Jaleco (Williams license);Shooter / Misc. Horizontal;2P alt;0;joystick (8-way);imperfect;1;raster;formatz;;;2
aburner;After Burner;Final Burn Alpha;aburner2;1987;Sega;Shooter / Flying (chase view);1P;0;joystick (analog);good;1;raster;aburner2;;;2
aburner2;After Burner II;Final Burn Alpha;;1987;Sega;Shooter / Flying (chase view);1P;0;joystick (analog);good;1;raster;;;;2
aburner2g;After Burner II (German);Final Burn Alpha;aburner2;1987;Sega;Shooter / Flying (chase view);1P;0;joystick (analog);good;1;raster;aburner2;;;2
superbon;Agent Super Bond (Super Cobra conversion);Final Burn Alpha;;1985;Signatron USA;Maze / Shooter Small;2P alt;90;joystick (8-way);preliminary;1;raster;;;;2
agentx1;Agent X (prototype, rev 1);Final Burn Alpha;cloak;1983;Atari;Shooter / Field;2P alt;0;double joystick;good;1;raster;cloak;;;1
agentx2;Agent X (prototype, rev 2);Final Burn Alpha;cloak;1983;Atari;Shooter / Field;2P alt;0;double joystick;good;1;raster;cloak;;;1
agentx3;Agent X (prototype, rev 3);Final Burn Alpha;cloak;1983;Atari;Shooter / Field;2P alt;0;double joystick;good;1;raster;cloak;;;1
agentx4;Agent X (prototype, rev 4);Final Burn Alpha;cloak;1983;Atari;Shooter / Field;2P alt;0;double joystick;good;1;raster;cloak;;;1
aodk;Aggressors of Dark Kombat / Tsuukai GANGAN Koushinkyoku (ADM-008)(ADH-008);Final Burn Alpha;;1994;ADK / SNK;Fighter / Versus;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
agressb;Agress - Missile Daisenryaku (English bootleg);Final Burn Alpha;agress;2003;bootleg;Puzzle / Sliding;2P sim;0;joystick (8-way);good;1;raster;agress;;;4
agress;Agress - Missile Daisenryaku (Japan);Final Burn Alpha;;1991;Palco;Puzzle / Sliding;2P sim;0;joystick (8-way);good;1;raster;;;;4
koshien;Ah Eikou no Koshien (Japan);Final Burn Alpha;;1990;Taito Corporation;Sports / Baseball;2P sim;0;joystick (8-way);good;1;raster;;;;3
airass;Air Assault (World);Final Burn Alpha;;1993;Irem;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;3
airattck;Air Attack (set 1);Final Burn Alpha;;1996;Comad;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;2
airattcka;Air Attack (set 2);Final Burn Alpha;airattck;1996;Comad;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;airattck;;;2
airbustrj;Air Buster: Trouble Specialty Raid Unit (Japan);Final Burn Alpha;airbustr;1990;Kaneko (Namco license);Shooter / Flying Horizontal;2P sim;0;joystick (8-way);good;1;raster;airbustr;;;2
airbustr;Air Buster: Trouble Specialty Raid Unit (World);Final Burn Alpha;;1990;Kaneko (Namco license);Shooter / Flying Horizontal;2P sim;0;joystick (8-way);good;1;raster;;;;2
airbustrb;Air Buster: Trouble Specialty Raid Unit (bootleg);Final Burn Alpha;airbustr;1990;bootleg;Shooter / Flying Horizontal;2P sim;0;joystick (8-way);good;1;raster;airbustr;;;2
airduel;Air Duel (Japan);Final Burn Alpha;;1990;Irem;Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;4
agallet;Air Gallet (Europe);Final Burn Alpha;;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;;;;3
agalleth;Air Gallet (Hong Kong);Final Burn Alpha;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;agallet;;;3
agalletk;Air Gallet (Korea);Final Burn Alpha;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;agallet;;;3
agallett;Air Gallet (Taiwan);Final Burn Alpha;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;agallet;;;3
agalletu;Air Gallet (USA);Final Burn Alpha;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;agallet;;;3
airwolf;Airwolf;Final Burn Alpha;;1987;Kyugo;Shooter / Flying Horizontal;2P alt;0;joystick (8-way);good;1;raster;;;;2
airwolfa;Airwolf (US);Final Burn Alpha;airwolf;1987;Kyugo (United Amusements license);Shooter / Flying Horizontal;2P alt;0;joystick (8-way);good;1;raster;airwolf;;;2
ajax;Ajax;Final Burn Alpha;;1987;Konami;Shooter / Flying Vertical;2P alt;90;joystick (8-way);good;1;raster;;;;3
ajaxj;Ajax (Japan);Final Burn Alpha;ajax;1987;Konami;Shooter / Flying Vertical;2P alt;90;joystick (8-way);good;1;raster;ajax;;;3
akkanvdr;Akkanbeder (Ver 2.5J 1995/06/14);Final Burn Alpha;spcinv95;1995;Taito Corporation;Shooter / Gallery;2P sim;270;joystick (8-way),dial;good;1;raster;spcinv95;;;4
akumajoun;Akuma-Jou Dracula (Japan version N);Final Burn Alpha;hcastle;1988;Konami;Platform / Fighter Scrolling;2P alt;0;joystick (8-way);good;1;raster;hcastle;;;2
akumajou;Akuma-Jou Dracula (Japan version P);Final Burn Alpha;hcastle;1988;Konami;Platform / Fighter Scrolling;2P alt;0;joystick (8-way);good;1;raster;hcastle;;;2
agalletj;Akuu Gallet (Japan);Final Burn Alpha;agallet;1996;Gazelle (Banpresto license);Shooter / Flying Vertical;2P sim;270;joystick (8-way);good;1;raster;agallet;;;3
alcon;Alcon (US);Final Burn Alpha;;1986;Toaplan / Taito America Corp.;Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;;;;2
alexkidd1;Alex Kidd: The Lost Stars (set 1, FD1089A 317-0021);Final Burn Alpha;alexkidd;1986;Sega;Platform / Run Jump Scrolling;2P sim;0;joystick (8-way);good;1;raster;alexkidd;;;3
alexkidd;Alex Kidd: The Lost Stars (set 2, unprotected);Final Burn Alpha;;1986;Sega;Platform / Run Jump Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
alibaba;Ali Baba and 40 Thieves;Final Burn Alpha;;1982;Sega;Maze;2P alt;90;joystick (4-way);preliminary;1;raster;;;;1
alienchac;Alien Challenge (China);Final Burn Alpha;aliencha;1994;IGS;Fighter / Versus;2P sim;0;joystick (8-way);good;1;raster;aliencha;;;6
aliencha;Alien Challenge (World);Final Burn Alpha;;1994;IGS;Fighter / Versus;2P sim;0;joystick (8-way);good;1;raster;;;;6
alinvade;Alien Invaders;Final Burn Alpha;;198?;Forbes?;Shooter / Gallery;2P alt;90;joystick (2-way);preliminary;1;raster;;;;1
aliensec;Alien Sector;Final Burn Alpha;;1985;Namco;Shooter / Flying Horizontal;2P alt;0;joystick (8-way);good;1;raster;;;;1
astormj;Alien Storm (Japan, 2 Players) (FD1094 317-0146);Final Burn Alpha;astorm;1990;Sega;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;astorm;;;3
astormjd;Alien Storm (Japan, 2 Players) (bootleg of FD1094 317-0146 set);Final Burn Alpha;astorm;1990;bootleg;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;astorm;;;3
astormu;Alien Storm (US, 3 Players) (FD1094 317-0147);Final Burn Alpha;astorm;1990;Sega;Platform / Shooter Scrolling;3P sim;0;joystick (8-way);good;1;raster;astorm;;;3
astormud;Alien Storm (US, 3 Players) (bootleg of FD1094 317-0147 set);Final Burn Alpha;astorm;1990;bootleg;Platform / Shooter Scrolling;3P sim;0;joystick (8-way);good;1;raster;astorm;;;3
astorm;Alien Storm (World, 2 Players) (FD1094 317-0154);Final Burn Alpha;;1990;Sega;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
astorm3;Alien Storm (World, 3 Players) (FD1094 317-0148);Final Burn Alpha;astorm;1990;Sega;Platform / Shooter Scrolling;3P sim;0;joystick (8-way);good;1;raster;astorm;;;3
astorm3d;Alien Storm (World, 3 Players) (bootleg of FD1094 317-0148 set);Final Burn Alpha;astorm;1990;bootleg;Platform / Shooter Scrolling;3P sim;0;joystick (8-way);good;1;raster;astorm;;;3
aliensynjo;Alien Syndrome (set 1, Japan, old, System 16A, FD1089A 317-0033);Final Burn Alpha;aliensyn;1987;Sega;Maze / Shooter Large;2P sim;0;joystick (8-way);good;1;raster;aliensyn;;;3
aliensyn2;Alien Syndrome (set 2, System 16A, FD1089A 317-0033);Final Burn Alpha;aliensyn;1987;Sega;Maze / Shooter Large;2P sim;0;joystick (8-way);good;1;raster;aliensyn;;;3
aliensyn3;Alien Syndrome (set 3, System 16B, FD1089A 317-0033);Final Burn Alpha;aliensyn;1987;Sega;Maze / Shooter Large;2P sim;0;joystick (8-way);good;1;raster;aliensyn;;;3
aliensyn;Alien Syndrome (set 4, System 16B, unprotected);Final Burn Alpha;;1987;Sega;Maze / Shooter Large;2P sim;0;joystick (8-way);good;1;raster;;;;3
aliensyn5;Alien Syndrome (set 5, System 16A, FD1089B 317-0037);Final Burn Alpha;aliensyn;1987;Sega;Maze / Shooter Large;2P sim;0;joystick (8-way);good;1;raster;aliensyn;;;3
aliensynj;Alien Syndrome (set 6, Japan, new, System 16B, FD1089A 317-0033);Final Burn Alpha;aliensyn;1987;Sega;Maze / Shooter Large;2P sim;0;joystick (8-way);good;1;raster;aliensyn;;;3
aliensyn7;Alien Syndrome (set 7, System 16B, MC-8123B 317-00xx);Final Burn Alpha;aliensyn;1987;Sega;Maze / Shooter Large;2P sim;0;joystick (8-way);good;1;raster;aliensyn;;;3
avspa;Alien vs. Predator (Asia 940520);Final Burn Alpha;avsp;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;avsp;;;3
avspd;Alien vs. Predator (Euro 940520 Phoenix Edition) (bootleg);Final Burn Alpha;avsp;1994;bootleg;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;avsp;;;3
avsp;Alien vs. Predator (Euro 940520);Final Burn Alpha;;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;;;;3
avsph;Alien vs. Predator (Hispanic 940520);Final Burn Alpha;avsp;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;avsp;;;3
avspj;Alien vs. Predator (Japan 940520);Final Burn Alpha;avsp;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;avsp;;;3
avspu;Alien vs. Predator (USA 940520);Final Burn Alpha;avsp;1994;Capcom;Fighter / 2.5D;3P sim;0;joystick (8-way);good;1;raster;avsp;;;3
aliensa;Aliens (Asia);Final Burn Alpha;aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliensj;Aliens (Japan set 1);Final Burn Alpha;aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliensj2;Aliens (Japan set 2);Final Burn Alpha;aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliensu;Aliens (US);Final Burn Alpha;aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliens;Aliens (World set 1);Final Burn Alpha;;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;2
aliens2;Aliens (World set 2);Final Burn Alpha;aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aliens3;Aliens (World set 3);Final Burn Alpha;aliens;1990;Konami;Platform / Shooter Scrolling;2P sim;0;joystick (8-way);good;1;raster;aliens;;;2
aligator;Alligator Hunt;Final Burn Alpha;;1994;Gaelco;Shooter / 3rd Person;2P sim;0;joystick (8-way);preliminary;1;raster;;;;3
aligatorun;Alligator Hunt (unprotected);Final Burn Alpha;aligator;1994;Gaelco;Shooter / 3rd Person;2P sim;0;joystick (8-way);good;1;raster;aligator;;;3
alphamis;Alpha Mission;Final Burn Alpha;aso;1985;SNK;Shooter / Flying Vertical;2P alt;270;joystick (8-way);good;1;raster;aso;;;3
alpham2;Alpha Mission II / ASO II - Last Guardian (NGM-007)(NGH-007);Final Burn Alpha;;1991;SNK;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;neogeo;;;4
alpham2p;Alpha Mission II / ASO II - Last Guardian (prototype);Final Burn Alpha;alpham2;1991;SNK;Shooter / Flying Vertical;2P sim;0;joystick (8-way);good;1;raster;alpham2;;;4
alphaxz;The Alphax Z (Japan);Final Burn Alpha;m660;1986;Ed Co. Ltd. (Wood Place Inc. license);Shooter / Flying Vertical;2P alt;90;joystick (8-way);good;1;raster;m660;;;2
altbeast2;Altered Beast (set 2) (MC-8123B 317-0066);Final Burn Alpha;altbeast;1988;Sega;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;altbeast;;;3
altbeast4;Altered Beast (set 4) (MC-8123B 317-0066);Final Burn Alpha;altbeast;1988;Sega;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;altbeast;;;3
altbeast5;Altered Beast (set 5) (FD1094 317-0069);Final Burn Alpha;altbeast;1988;Sega;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;altbeast;;;3
altbeast5d;Altered Beast (set 5) (bootleg of FD1094 317-0069 set);Final Burn Alpha;altbeast;1988;bootleg;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;altbeast;;;3
altbeast6;Altered Beast (set 6) (8751 317-0076);Final Burn Alpha;altbeast;1988;Sega;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;altbeast;;;3
altbeast;Altered Beast (set 8) (8751 317-0078);Final Burn Alpha;;1988;Sega;Platform / Fighter Scrolling;2P sim;0;joystick (8-way);good;1;raster;;;;3
mrflea;The Amazing Adventures of Mr. F. Lea;Final Burn Alpha;;1982;Pacific Novelty;Platform / Run Jump;2P alt;270;joystick (4-way);good;1;raster;;;;1
ambush;Ambush;Final Burn Alpha;;1983;Tecfri;Shooter / Flying (chase view);2P alt;0;joystick (8-way);good;1;raster;;;;2
ambushj;Ambush (Japan);Final Burn Alpha;ambush;1983;Tecfri (Nippon Amuse license);Shooter / Flying (chase view);2P alt;0;joystick (8-way);good;1;raster;ambush;;;2
